Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Terrible (North),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Distance,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2010,162972.0,151311.0,175270.0,188250.0,225634.0,257501.0,297444.0,306864.0,269973.0,229651.0,216130.0,2145.77,2697208.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2010,95.0,118.0,130.0,165.0,278.0,164.0,358.0,358.0,565.0,648.0,904.0,54.74,4423.0,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2010,63987.0,61368.0,71798.0,72422.0,77271.0,99810.0,122125.0,123853.0,99578.0,86515.0,79285.0,1241.16,1039652.0,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2010,45915.0,46527.0,60557.0,69976.0,84880.0,98502.0,103958.0,104418.0,102771.0,91311.0,79806.0,447.55,958530.0,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2010,67553.0,60825.0,70531.0,72832.0,86933.0,93635.0,113366.0,116979.0,88736.0,82830.0,85845.0,435.23,1024009.0,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
cedar,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2010,17677.0,16869.0,20248.0,21065.0,28918.0,34043.0,35325.0,38151.0,31853.0,25975.0,23469.0,639.18,316111.0,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2010,11943.0,12029.0,12752.0,12351.0,12574.0,13394.0,14433.0,14520.0,13032.0,12955.0,11966.0,149.4,155639.0,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Komsomolsk-on-Amur,2010,879.0,911.0,1331.0,1207.0,1665.0,2787.0,3674.0,3424.0,2720.0,1815.0,1019.0,182.98,22143.0,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Kostroma,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2010,119648.0,112833.0,127897.0,142649.0,173163.0,209457.0,242516.0,253042.0,213091.0,185389.0,156208.0,761.0,2093533.0,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2010,74754.0,67776.0,79215.0,78958.0,94926.0,122892.0,144799.0,146714.0,122183.0,98437.0,92409.0,1370.87,1216059.0,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2010,503.0,680.0,658.0,845.0,982.0,1506.0,1622.0,1422.0,1029.0,497.0,480.0,2.14,11255.0,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2010,3849.0,4178.0,4941.0,5965.0,6208.0,6553.0,7024.0,6305.0,5045.0,5162.0,5125.0,39.9,65946.0,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2010,11169.0,11626.0,14111.0,14981.0,18037.0,24596.0,31156.0,32288.0,28187.0,24320.0,16329.0,400.0,244112.0,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Mom,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Mezen,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2010,55963.0,50887.0,61103.0,67241.0,74644.0,85747.0,104753.0,107467.0,87449.0,77309.0,59500.0,186.0,888106.0,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2010,21724.0,20865.0,23724.0,24476.0,27126.0,31322.0,34748.0,44978.0,34095.0,29489.0,26319.0,1883.2,348219.0,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2010,93.0,73.0,275.0,411.0,289.0,239.0,150.0,165.0,190.0,79.0,0.0,0.0,1964.0,Not found
Moscow (Vnukovo),2010,590997.0,559845.0,661000.0,682329.0,799130.0,916386.0,1073410.0,1091578.0,961590.0,826887.0,651954.0,3869.24,9460303.0,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2010,1497709.0,1278484.0,1510514.0,1545030.0,1821538.0,2111209.0,2470603.0,2502490.0,2199956.0,1992504.0,1708475.0,14477.08,22253529.0,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Moscow (Sheremetyevo),2010,1197454.0,1074056.0,1271658.0,1324536.0,1641311.0,1901664.0,2093465.0,2099405.0,1922702.0,1739745.0,1467630.0,23507.5,19123007.0,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2010,28156.0,30136.0,33704.0,34808.0,41644.0,43098.0,46644.0,45312.0,44503.0,39913.0,38240.0,121.0,466641.0,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Nadym,2010,8554.0,8356.0,9279.0,9618.0,14529.0,13779.0,13910.0,13475.0,12354.0,11988.0,13203.0,68.65,139921.0,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Nalchik,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2010,32778.0,31300.0,35065.0,39584.0,44996.0,59334.0,68126.0,68186.0,55273.0,46592.0,43068.0,663.3,568432.0,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2010,16135.0,18037.0,23527.0,24871.0,32646.0,43811.0,45592.0,43490.0,42531.0,34306.0,26051.0,89.81,372060.0,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2010,3388.0,3290.0,3935.0,4172.0,4139.0,5247.0,5131.0,6264.0,5514.0,5798.0,4453.0,121.33,55772.0,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2010,9093.0,7556.0,8363.0,8460.0,9355.0,11091.0,13522.0,13088.0,10828.0,10525.0,9289.0,152.0,120372.0,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2010,128937.0,118693.0,134623.0,139874.0,161731.0,202180.0,253652.0,260070.0,210441.0,182005.0,168270.0,1763.2,2131445.0,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2010,28348.0,27746.0,31060.0,32362.0,37183.0,40626.0,42644.0,42551.0,41415.0,37545.0,35068.0,252.5,437315.0,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2010,21010.0,19242.0,22524.0,25045.0,38227.0,47929.0,52581.0,55109.0,48617.0,31241.0,24885.0,1812.06,413238.0,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2010,10343.0,10092.0,11394.0,12366.0,12703.0,14640.0,16470.0,15152.0,12940.0,13103.0,12880.0,66.7,155333.0,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2010,36681.0,31863.0,39204.0,41817.0,48212.0,64166.0,77697.0,76428.0,60957.0,47699.0,42072.0,277.0,608076.0,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2010,18643.0,17122.0,19973.0,23195.0,24995.0,33827.0,37551.0,41667.0,34390.0,31126.0,26293.0,95.39,335903.0,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2010,562.0,799.0,889.0,1570.0,1823.0,2430.0,2212.0,2647.0,2084.0,2216.0,1199.0,132.0,19540.0,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2010,38871.0,39372.0,48179.0,52331.0,62569.0,75409.0,83319.0,82317.0,74938.0,70165.0,61660.0,245.61,747016.0,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2010,28786.0,26460.0,29710.0,32212.0,38537.0,51604.0,66219.0,70482.0,59040.0,45779.0,32574.0,1138.06,514871.0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2010,3389.0,2868.0,3541.0,3376.0,4498.0,5935.0,5468.0,5810.0,5263.0,4257.0,3062.0,157.4,51291.0,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2010,81118.0,74096.0,90725.0,102565.0,132007.0,138845.0,159653.0,164389.0,149856.0,132640.0,108320.0,431.4,1438623.0,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2010,481717.0,437037.0,503362.0,473021.0,744401.0,946943.0,1030435.0,1018601.0,864819.0,707217.0,613121.0,2318.0,8391281.0,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2010,12370.0,12662.0,14253.0,15866.0,17517.0,22782.0,27989.0,26635.0,24338.0,19929.0,14156.0,59.8,222445.0,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('93.016353'), Decimal('60.373043'))"
