Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201605,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,2021
201605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9386
201605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8126
201605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,58688
201605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,59242
201605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4713
201605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,4952
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7337
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6905
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,79807
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,77439
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,116370
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,116461
201605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8440
201605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7641
201605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20178
201605,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20100
201605,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,4078
201605,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,4216
201605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21721
201605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20544
201605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9953
201605,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10374
201605,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6429
201605,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5782
201605,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6686
201605,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,6084
201605,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8784
201605,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,9087
201605,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,11119
201605,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,9761
201605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,169093
201605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,167546
201605,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,18304
201605,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17951
201605,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13806
201605,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,11910
201605,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,7095
201605,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5682
201605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,30813
201605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,30521
201605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,16668
201605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,16932
201605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5610
201605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6463
201605,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,66073
201605,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,66189
201605,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,198
201605,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,258
201605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13319
201605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13748
201605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,9755
201605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,9904
201605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22197
201605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22729
201605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11711
201605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11681
201605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,7615
201605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6209
201605,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6225
201605,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6759
201605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12252
201605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14975
201605,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,1349
201605,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,1299
201605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,7059
201605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,7746
201605,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,167933
201605,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,164576
201605,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1346
201605,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,6393
201605,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,7684
201605,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,153869
201605,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,148420
201605,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,19
201605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,8126
201605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,7522
201605,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6172
201605,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6277
201605,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5316
201605,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5072
201605,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9061
201605,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8808
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,18071
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,22801
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,269887
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,270664
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,55
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,378428
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,357467
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,76
201605,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,73324
201605,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,80046
201605,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,253
201605,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6292
201605,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5385
201605,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,386
201605,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,10735
201605,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,4279
201605,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,7774
201605,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,15812
201605,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,33671
201605,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,36646
201605,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,21290
201605,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,5354
201605,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,616
201605,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,14810
201605,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,212998
201605,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,213372
201605,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5481
201605,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5273
201605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,12457
201605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,12150
201605,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,6232
201605,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,7039
201606,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7261
201606,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7778
201606,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,11327
201606,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13306
201606,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,4735
201606,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,5130
201606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,45354
201606,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,50932
201606,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9807
201606,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9389
201606,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,19958
201606,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,22829
201606,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,2796
201606,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,172
201606,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,2661
201606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8270
201606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7853
201606,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Low Fare,International,G,40
201606,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1312
201606,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,1212
201606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,58423
201606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,61412
201606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6560
201606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7404
201606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7176
201606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7273
201606,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,85536
201606,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,91161
201606,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,118449
201606,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,120994
201606,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8362
201606,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8095
201606,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19698
201606,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20299
201606,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,4257
201606,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,4371
201606,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21759
201606,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,22013
201606,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9268
201606,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10284
201606,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,7931
201606,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,7301
201606,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6698
201606,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,6251
201606,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,12177
201606,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,13037
201606,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,13166
201606,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,12962
201606,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,190022
201606,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,193440
201606,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,17840
201606,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17960
201606,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,12898
201606,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13438
201606,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,6610
201606,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,6436
201606,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,30279
201606,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31014
201606,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,16237
201606,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,17030
201606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6154
201606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6699
201606,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,925
201606,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,865
201606,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,65625
201606,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,65813
201606,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,124
201606,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,138
201606,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,14298
201606,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13897
201606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,9942
201606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,10062
201606,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22680
201606,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23310
201606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11991
201606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13629
201606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,8753
201606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,7031
201606,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7237
201606,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7291
201606,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12700
201606,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15294
201606,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,176
201606,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,129
201606,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1812
201606,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2021
201606,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,168207
201606,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,166942
201606,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1317
201606,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,6188
201606,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,7642
201606,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,151564
201606,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,151095
201606,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,57
201606,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,9714
201606,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,10164
201606,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6180
201606,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6367
201606,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5277
201606,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5512
201606,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9031
201606,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8848
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,17459
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,21918
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,287773
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,305620
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,62
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,410861
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,406075
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,75
201606,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,85350
201606,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,90691
201606,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7208
201606,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6138
201606,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,361
201606,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,273
201606,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,1
201606,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,8499
201606,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,3859
201606,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9725
201606,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,15958
201606,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38694
201606,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,46142
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25898
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,6518
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1370
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,19514
201606,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,213718
201606,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,222762
201606,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5750
201606,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,6358
201606,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13899
201606,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,15381
201606,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,4288
201606,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,4735
201606,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,6351
201606,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,7811
201606,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2153
201606,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,2533
201607,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,8107
201607,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6901
201607,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,14095
201607,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12623
201607,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,6022
201607,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,3870
201607,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,54894
201607,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,50271
201607,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,10214
201607,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,8131
201607,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,25573
201607,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,20733
201607,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,3210
201607,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,188
201607,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,2814
201607,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8948
201607,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,9088
201607,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,2743
201607,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,2542
201607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,62676
201607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,61641
201607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,8879
201607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7477
201607,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7907
201607,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7107
201607,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,85963
201607,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,84254
201607,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,127852
