Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Foot Locker;1185732;03/18/20;Northeast;New York;New York;Women's Street Footwear;$37.00 ;314;$11,618 ;$4,299 ;37%;Outlet
Foot Locker;1185732;03/31/20;Northeast;New York;New York;Women's Athletic Footwear;$40.00 ;324;$12,960 ;$5,184 ;40%;Outlet
Walmart;1185732;04/17/20;Northeast;New York;New York;Men's Apparel;$43.00 ;279;$11,997 ;$3,959 ;33%;Outlet
Walmart;1185732;04/18/20;Northeast;New York;New York;Women's Apparel;$48.00 ;355;$17,040 ;$5,112 ;30%;Outlet
Walmart;1185732;04/19/20;Northeast;New York;New York;Men's Street Footwear;$39.00 ;408;$15,912 ;$8,752 ;55%;Outlet
Walmart;1185732;04/20/20;Northeast;New York;New York;Men's Athletic Footwear;$43.00 ;350;$15,050 ;$4,967 ;33%;Outlet
Walmart;1185732;04/21/20;Northeast;New York;New York;Women's Street Footwear;$36.00 ;315;$11,340 ;$4,423 ;39%;Outlet
Walmart;1185732;04/22/20;Northeast;New York;New York;Women's Athletic Footwear;$34.00 ;306;$10,404 ;$4,058 ;39%;Outlet
Walmart;1185732;04/23/20;Northeast;New York;New York;Men's Apparel;$44.00 ;315;$13,860 ;$5,128 ;37%;Outlet
Walmart;1185732;04/24/20;Northeast;New York;New York;Women's Apparel;$45.00 ;350;$15,750 ;$4,725 ;30%;Outlet
Walmart;1185732;04/25/20;Northeast;New York;New York;Men's Apparel;$51.00 ;289;$14,739 ;$4,716 ;32%;Outlet
Walmart;1185732;04/26/20;Northeast;New York;New York;Women's Apparel;$50.00 ;330;$16,500 ;$4,620 ;28%;Outlet
Walmart;1185732;04/27/20;Northeast;New York;New York;Men's Street Footwear;$46.00 ;403;$18,538 ;$10,381 ;56%;Outlet
Walmart;1185732;04/28/20;Northeast;New York;New York;Men's Athletic Footwear;$40.00 ;312;$12,480 ;$4,493 ;36%;Outlet
Walmart;1185732;04/29/20;Northeast;New York;New York;Women's Street Footwear;$43.00 ;294;$12,642 ;$5,310 ;42%;Outlet
Walmart;1185732;04/30/20;Northeast;New York;New York;Women's Athletic Footwear;$41.00 ;270;$11,070 ;$4,096 ;37%;Outlet
Walmart;1185732;05/01/20;Northeast;New York;New York;Men's Apparel;$47.00 ;280;$13,160 ;$4,738 ;36%;Outlet
Walmart;1185732;05/02/20;Northeast;New York;New York;Women's Apparel;$53.00 ;322;$17,066 ;$4,778 ;28%;Outlet
Walmart;1185732;05/03/20;Northeast;New York;New York;Men's Street Footwear;$48.00 ;420;$20,160 ;$11,290 ;56%;Outlet
Walmart;1185732;05/04/20;Northeast;New York;New York;Men's Athletic Footwear;$43.00 ;310;$13,330 ;$4,666 ;35%;Outlet
Walmart;1185732;05/05/20;Northeast;New York;New York;Women's Street Footwear;$42.00 ;333;$13,986 ;$5,594 ;40%;Outlet
Walmart;1185732;05/06/20;Northeast;New York;New York;Women's Athletic Footwear;$41.00 ;306;$12,546 ;$5,018 ;40%;Outlet
Walmart;1185732;05/07/20;Northeast;New York;New York;Men's Apparel;$48.00 ;279;$13,392 ;$4,955 ;37%;Outlet
Walmart;1185732;07/18/20;Northeast;New York;New York;Women's Apparel;$48.00 ;340;$16,320 ;$4,896 ;30%;Outlet
Sports Direct;1197831;07/19/20;Northeast;New York;New York;Men's Street Footwear;$20.00 ;270;$5,400 ;$2,106 ;39%;Outlet
Sports Direct;1197831;07/20/20;Northeast;New York;New York;Men's Athletic Footwear;$26.00 ;270;$7,020 ;$2,597 ;37%;Outlet
Sports Direct;1197831;07/21/20;Northeast;New York;New York;Women's Street Footwear;$27.00 ;238;$6,426 ;$2,506 ;39%;Outlet
Sports Direct;1197831;07/22/20;Northeast;New York;New York;Women's Athletic Footwear;$27.00 ;210;$5,670 ;$2,948 ;52%;Outlet
Sports Direct;1197831;07/23/20;South;Texas;Houston;Men's Apparel;$26.00 ;176;$4,576 ;$1,556 ;34%;Outlet
Sports Direct;1197831;07/24/20;South;Texas;Houston;Women's Apparel;$25.00 ;224;$5,600 ;$3,136 ;56%;Outlet
Sports Direct;1197831;07/25/20;South;Texas;Houston;Men's Street Footwear;$20.00 ;255;$5,100 ;$2,091 ;41%;Outlet
Sports Direct;1197831;07/26/20;South;Texas;Houston;Men's Athletic Footwear;$23.00 ;289;$6,647 ;$2,792 ;42%;Outlet
Sports Direct;1197831;07/27/20;South;Texas;Houston;Women's Street Footwear;$27.00 ;236;$6,372 ;$2,613 ;41%;Outlet
Sports Direct;1197831;07/28/20;South;Texas;Houston;Women's Athletic Footwear;$26.00 ;213;$5,538 ;$2,769 ;50%;Outlet
Sports Direct;1197831;07/29/20;South;Texas;Houston;Men's Apparel;$28.00 ;160;$4,480 ;$1,478 ;33%;Outlet
Sports Direct;1197831;07/30/20;South;Texas;Houston;Women's Apparel;$26.00 ;231;$6,006 ;$3,303 ;55%;Outlet
Sports Direct;1197831;07/31/20;South;Texas;Houston;Men's Street Footwear;$20.00 ;306;$6,120 ;$2,570 ;42%;Outlet
Sports Direct;1197831;08/01/20;South;Texas;Houston;Men's Athletic Footwear;$30.00 ;263;$7,890 ;$3,077 ;39%;Outlet
Sports Direct;1197831;08/02/20;South;Texas;Houston;Women's Street Footwear;$23.00 ;224;$5,152 ;$2,164 ;42%;Outlet
Sports Direct;1197831;08/03/20;South;Texas;Houston;Women's Athletic Footwear;$30.00 ;204;$6,120 ;$2,938 ;48%;Outlet
Sports Direct;1197831;08/04/20;South;Texas;Houston;Men's Apparel;$35.00 ;155;$5,425 ;$1,736 ;32%;Outlet
Sports Direct;1197831;08/05/20;South;Texas;Houston;Women's Apparel;$29.00 ;228;$6,612 ;$3,637 ;55%;Outlet
Sports Direct;1197831;08/06/20;South;Texas;Houston;Men's Street Footwear;$23.00 ;306;$7,038 ;$2,604 ;37%;Outlet
Sports Direct;1197831;08/07/20;South;Texas;Houston;Men's Athletic Footwear;$29.00 ;306;$8,874 ;$3,638 ;41%;Outlet
Sports Direct;1197831;08/08/20;South;Texas;Houston;Women's Street Footwear;$24.00 ;232;$5,568 ;$2,060 ;37%;Outlet
Sports Direct;1197831;08/09/20;South;Texas;Houston;Women's Athletic Footwear;$28.00 ;213;$5,964 ;$2,863 ;48%;Outlet
Walmart;1197831;08/10/20;South;Texas;Houston;Men's Apparel;$34.00 ;179;$6,086 ;$2,069 ;34%;Outlet
Walmart;1197831;08/11/20;South;Texas;Houston;Women's Apparel;$27.00 ;272;$7,344 ;$4,039 ;55%;Outlet
Walmart;1197831;08/12/20;South;Texas;Houston;Men's Street Footwear;$24.00 ;315;$7,560 ;$2,948 ;39%;Outlet
Walmart;1197831;08/13/20;South;Texas;Houston;Men's Athletic Footwear;$30.00 ;287;$8,610 ;$3,616 ;42%;Outlet
Walmart;1197831;08/14/20;South;Texas;Houston;Women's Street Footwear;$23.00 ;240;$5,520 ;$2,042 ;37%;Outlet
Walmart;1197831;08/15/20;South;Texas;Houston;Women's Athletic Footwear;$31.00 ;245;$7,595 ;$3,873 ;51%;Outlet
Walmart;1197831;08/16/20;South;Texas;Houston;Men's Apparel;$35.00 ;180;$6,300 ;$2,205 ;35%;Outlet
Walmart;1197831;08/17/20;South;Texas;Houston;Women's Apparel;$32.00 ;295;$9,440 ;$5,381 ;57%;Outlet
Walmart;1197831;08/18/20;South;Texas;Houston;Men's Street Footwear;$28.00 ;295;$8,260 ;$3,387 ;41%;Outlet
Walmart;1197831;08/19/20;South;Texas;Houston;Men's Athletic Footwear;$33.00 ;323;$10,659 ;$4,477 ;42%;Outlet
Walmart;1197831;08/20/20;South;Texas;Houston;Women's Street Footwear;$27.00 ;264;$7,128 ;$2,851 ;40%;Outlet
Walmart;1197831;08/21/20;South;Texas;Houston;Women's Athletic Footwear;$26.00 ;263;$6,838 ;$3,282 ;48%;Outlet
Walmart;1197831;08/22/20;South;Texas;Houston;Men's Apparel;$29.00 ;221;$6,409 ;$2,051 ;32%;Outlet
Walmart;1197831;08/23/20;South;Texas;Houston;Women's Apparel;$38.00 ;350;$13,300 ;$7,581 ;57%;Outlet
Walmart;1197831;08/24/20;South;Texas;Houston;Men's Street Footwear;$29.00 ;295;$8,555 ;$3,422 ;40%;Outlet
Walmart;1197831;08/25/20;South;Texas;Houston;Men's Athletic Footwear;$32.00 ;285;$9,120 ;$3,830 ;42%;Outlet
Walmart;1197831;08/26/20;South;Texas;Houston;Women's Street Footwear;$29.00 ;374;$10,846 ;$4,447 ;41%;Outlet
Walmart;1197831;08/27/20;South;Texas;Houston;Women's Athletic Footwear;$28.00 ;224;$6,272 ;$3,261 ;52%;Outlet
Walmart;1197831;08/28/20;South;Texas;Houston;Men's Apparel;$33.00 ;217;$7,161 ;$2,578 ;36%;Outlet
Walmart;1197831;08/29/20;South;Texas;Houston;Women's Apparel;$36.00 ;302;$10,872 ;$5,653 ;52%;Outlet
Walmart;1197831;08/30/20;South;Texas;Houston;Men's Street Footwear;$27.00 ;305;$8,235 ;$3,047 ;37%;Outlet
Walmart;1197831;08/31/20;South;Texas;Houston;Men's Athletic Footwear;$33.00 ;305;$10,065 ;$3,825 ;38%;Outlet
Walmart;1197831;09/01/20;South;Texas;Houston;Women's Street Footwear;$29.00 ;374;$10,846 ;$4,447 ;41%;Outlet
Walmart;1197831;09/02/20;South;Texas;Houston;Women's Athletic Footwear;$30.00 ;215;$6,450 ;$3,096 ;48%;Outlet
Walmart;1197831;09/03/20;South;Texas;Houston;Men's Apparel;$35.00 ;228;$7,980 ;$2,713 ;34%;Outlet
Walmart;1197831;09/04/20;South;Texas;Houston;Women's Apparel;$39.00 ;270;$10,530 ;$5,686 ;54%;Outlet
Walmart;1197831;09/05/20;South;Texas;Houston;Men's Street Footwear;$33.00 ;264;$8,712 ;$3,659 ;42%;Outlet
Walmart;1197831;09/06/20;South;Texas;Houston;Men's Athletic Footwear;$32.00 ;255;$8,160 ;$3,019 ;37%;Outlet
Walmart;1197831;09/07/20;South;Texas;Houston;Women's Street Footwear;$36.00 ;315;$11,340 ;$4,309 ;38%;Outlet
Walmart;1197831;09/08/20;South;Texas;Houston;Women's Athletic Footwear;$37.00 ;200;$7,400 ;$3,700 ;50%;Outlet
Walmart;1197831;09/09/20;South;Texas;Houston;Men's Apparel;$36.00 ;206;$7,416 ;$2,670 ;36%;Outlet
Walmart;1197831;09/10/20;South;Texas;Houston;Women's Apparel;$42.00 ;298;$12,516 ;$7,134 ;57%;Outlet
Walmart;1197831;09/11/20;South;Texas;Houston;Men's Street Footwear;$31.00 ;272;$8,432 ;$3,288 ;39%;Outlet
Walmart;1197831;09/12/20;South;Texas;Houston;Men's Athletic Footwear;$29.00 ;248;$7,192 ;$2,805 ;39%;Outlet
Walmart;1197831;09/13/20;South;Texas;Houston;Women's Street Footwear;$39.00 ;255;$9,945 ;$3,680 ;37%;Outlet
Walmart;1197831;09/14/20;South;Texas;Houston;Women's Athletic Footwear;$36.00 ;204;$7,344 ;$3,452 ;47%;Outlet
Walmart;1197831;09/15/20;South;Texas;Houston;Men's Apparel;$35.00 ;184;$6,440 ;$2,383 ;37%;Outlet
Walmart;1197831;09/16/20;South;Texas;Houston;Women's Apparel;$43.00 ;233;$10,019 ;$5,410 ;54%;Outlet
Walmart;1197831;10/20/20;South;Texas;Houston;Men's Street Footwear;$34.00 ;270;$9,180 ;$3,488 ;38%;Outlet
Walmart;1197831;10/21/20;South;Texas;Houston;Men's Athletic Footwear;$31.00 ;306;$9,486 ;$3,794 ;40%;Outlet
Walmart;1197831;10/22/20;South;Texas;Houston;Women's Street Footwear;$34.00 ;281;$9,554 ;$3,726 ;39%;Outlet
Walmart;1197831;10/23/20;South;Texas;Houston;Women's Athletic Footwear;$36.00 ;230;$8,280 ;$4,140 ;50%;Outlet
Walmart;1197831;10/24/20;South;Texas;Houston;Men's Apparel;$30.00 ;195;$5,850 ;$1,872 ;32%;Outlet
Walmart;1197831;10/25/20;South;Texas;Houston;Women's Apparel;$44.00 ;289;$12,716 ;$7,248 ;57%;Outlet
Walmart;1197831;10/26/20;South;Texas;Houston;Men's Street Footwear;$32.00 ;333;$10,656 ;$4,262 ;40%;Outlet
Walmart;1197831;10/27/20;South;Texas;Houston;Men's Athletic Footwear;$34.00 ;333;$11,322 ;$4,755 ;42%;Outlet
Walmart;1197831;10/28/20;South;Texas;Houston;Women's Street Footwear;$38.00 ;298;$11,324 ;$4,303 ;38%;Outlet
Walmart;1197831;10/29/20;South;Texas;Houston;Women's Athletic Footwear;$36.00 ;210;$7,560 ;$3,931 ;52%;Outlet
Walmart;1197831;10/30/20;South;Texas;Houston;Men's Apparel;$30.00 ;208;$6,240 ;$2,246 ;36%;Outlet
Walmart;1197831;10/31/20;South;Texas;Houston;Women's Apparel;$41.00 ;306;$12,546 ;$6,900 ;55%;Outlet
West Gear;1128299;11/01/20;South;Texas;Houston;Men's Street Footwear;$30.00 ;264;$7,920 ;$3,089 ;39%;Outlet
West Gear;1128299;11/02/20;South;Texas;Houston;Men's Athletic Footwear;$33.00 ;248;$8,184 ;$1,882 ;23%;Outlet
West Gear;1128299;11/03/20;South;Texas;Houston;Women's Street Footwear;$33.00 ;271;$8,943 ;$3,756 ;42%;Outlet
West Gear;1128299;11/04/20;South;Texas;Houston;Women's Athletic Footwear;$35.00 ;219;$7,665 ;$2,759 ;36%;Outlet
West Gear;1128299;11/05/20;West;California;San Francisco;Men's Apparel;$38.00 ;173;$6,574 ;$3,550 ;54%;Outlet
West Gear;1128299;11/06/20;West;California;San Francisco;Women's Apparel;$36.00 ;233;$8,388 ;$1,761 ;21%;Outlet
West Gear;1128299;11/07/20;West;California;San Francisco;Men's Street Footwear;$28.00 ;289;$8,092 ;$3,399 ;42%;Outlet
West Gear;1128299;11/08/20;West;California;San Francisco;Men's Athletic Footwear;$36.00 ;239;$8,604 ;$2,151 ;25%;Outlet
West Gear;1128299;11/09/20;West;California;San Francisco;Women's Street Footwear;$40.00 ;247;$9,880 ;$4,051 ;41%;Outlet
West Gear;1128299;11/10/20;West;California;San Francisco;Women's Athletic Footwear;$39.00 ;190;$7,410 ;$2,519 ;34%;Outlet
West Gear;1128299;11/11/20;West;California;San Francisco;Men's Apparel;$42.00 ;165;$6,930 ;$3,950 ;57%;Outlet
West Gear;1128299;11/12/20;West;California;San Francisco;Women's Apparel;$33.00 ;210;$6,930 ;$1,525 ;22%;Outlet
West Gear;1128299;11/13/20;West;California;San Francisco;Men's Street Footwear;$36.00 ;272;$9,792 ;$3,819 ;39%;Outlet
West Gear;1128299;11/14/20;West;California;San Francisco;Men's Athletic Footwear;$39.00 ;231;$9,009 ;$2,072 ;23%;Outlet
West Gear;1128299;11/15/20;West;California;San Francisco;Women's Street Footwear;$47.00 ;210;$9,870 ;$4,145 ;42%;Outlet
West Gear;1128299;12/22/20;West;California;San Francisco;Women's Athletic Footwear;$48.00 ;204;$9,792 ;$3,133 ;32%;Outlet
West Gear;1128299;12/23/20;West;California;San Francisco;Men's Apparel;$51.00 ;170;$8,670 ;$4,682 ;54%;Outlet
West Gear;1128299;12/24/20;West;California;San Francisco;Women's Apparel;$41.00 ;245;$10,045 ;$2,009 ;20%;Outlet
West Gear;1128299;12/25/20;West;California;San Francisco;Men's Street Footwear;$40.00 ;271;$10,840 ;$4,119 ;38%;Outlet
West Gear;1128299;12/26/20;West;California;San Francisco;Men's Athletic Footwear;$51.00 ;216;$11,016 ;$2,754 ;25%;Outlet
West Gear;1128299;12/27/20;West;California;San Francisco;Women's Street Footwear;$46.00 ;254;$11,684 ;$4,557 ;39%;Outlet
West Gear;1128299;12/28/20;West;California;San Francisco;Women's Athletic Footwear;$48.00 ;188;$9,024 ;$3,068 ;34%;Outlet
West Gear;1128299;12/29/20;West;California;San Francisco;Men's Apparel;$47.00 ;158;$7,426 ;$4,159 ;56%;Outlet
West Gear;1128299;12/30/20;West;California;San Francisco;Women's Apparel;$62.00 ;245;$15,190 ;$2,886 ;19%;Outlet
West Gear;1128299;12/31/20;West;California;San Francisco;Men's Street Footwear;$44.00 ;270;$11,880 ;$5,227 ;44%;Outlet
West Gear;1128299;01/01/21;West;California;San Francisco;Men's Athletic Footwear;$51.00 ;233;$11,883 ;$3,208 ;27%;Outlet
West Gear;1128299;01/02/21;West;California;San Francisco;Women's Street Footwear;$46.00 ;225;$10,350 ;$4,554 ;44%;Outlet
West Gear;1128299;01/03/21;West;California;San Francisco;Women's Athletic Footwear;$42.00 ;228;$9,576 ;$4,022 ;42%;Outlet
West Gear;1128299;01/04/21;West;California;San Francisco;Men's Apparel;$49.00 ;182;$8,918 ;$5,083 ;57%;Outlet
West Gear;1128299;01/05/21;West;California;San Francisco;Women's Apparel;$58.00 ;225;$13,050 ;$3,002 ;23%;Outlet
West Gear;1128299;01/06/21;West;California;San Francisco;Men's Street Footwear;$41.00 ;341;$13,981 ;$6,012 ;43%;Outlet
West Gear;1128299;01/07/21;West;California;San Francisco;Men's Athletic Footwear;$50.00 ;256;$12,800 ;$3,840 ;30%;Outlet
West Gear;1128299;01/08/21;West;California;San Francisco;Women's Street Footwear;$42.00 ;281;$11,802 ;$5,311 ;45%;Outlet
West Gear;1128299;01/09/21;West;California;San Francisco;Women's Athletic Footwear;$41.00 ;224;$9,184 ;$3,765 ;41%;Outlet
West Gear;1128299;01/10/21;West;California;San Francisco;Men's Apparel;$44.00 ;196;$8,624 ;$5,261 ;61%;Outlet
West Gear;1128299;01/11/21;West;California;San Francisco;Women's Apparel;$60.00 ;306;$18,360 ;$4,774 ;26%;Outlet
West Gear;1128299;01/12/21;West;California;San Francisco;Men's Street Footwear;$41.00 ;338;$13,858 ;$5,266 ;38%;Outlet
West Gear;1128299;01/13/21;West;California;San Francisco;Men's Athletic Footwear;$49.00 ;263;$12,887 ;$3,093 ;24%;Outlet
West Gear;1128299;01/14/21;West;California;San Francisco;Women's Street Footwear;$46.00 ;264;$12,144 ;$4,858 ;40%;Outlet
West Gear;1128299;01/15/21;West;California;San Francisco;Women's Athletic Footwear;$46.00 ;247;$11,362 ;$4,090 ;36%;Outlet
West Gear;1128299;01/16/21;West;California;San Francisco;Men's Apparel;$44.00 ;240;$10,560 ;$5,914 ;56%;Outlet
West Gear;1128299;01/17/21;West;California;San Francisco;Women's Apparel;$56.00 ;264;$14,784 ;$2,809 ;19%;Outlet
West Gear;1128299;01/18/21;West;California;San Francisco;Men's Street Footwear;$45.00 ;302;$13,590 ;$5,436 ;40%;Outlet
West Gear;1128299;01/19/21;West;California;San Francisco;Men's Athletic Footwear;$47.00 ;278;$13,066 ;$2,875 ;22%;Outlet
West Gear;1128299;01/20/21;West;California;San Francisco;Women's Street Footwear;$51.00 ;248;$12,648 ;$4,933 ;39%;Outlet
West Gear;1128299;01/21/21;West;California;San Francisco;Women's Athletic Footwear;$52.00 ;255;$13,260 ;$4,508 ;34%;Outlet
West Gear;1128299;01/22/21;West;California;San Francisco;Men's Apparel;$59.00 ;263;$15,517 ;$8,845 ;57%;Outlet
West Gear;1128299;01/23/21;West;California;San Francisco;Women's Apparel;$60.00 ;254;$15,240 ;$3,353 ;22%;Outlet
West Gear;1128299;01/24/21;West;California;San Francisco;Men's Street Footwear;$40.00 ;287;$11,480 ;$4,018 ;35%;Outlet
West Gear;1128299;01/25/21;West;California;San Francisco;Men's Athletic Footwear;$42.00 ;287;$12,054 ;$2,049 ;17%;Outlet
West Gear;1128299;01/26/21;West;California;San Francisco;Women's Street Footwear;$39.00 ;248;$9,672 ;$3,288 ;34%;Outlet
West Gear;1128299;01/27/21;West;California;San Francisco;Women's Athletic Footwear;$39.00 ;247;$9,633 ;$2,601 ;27%;Outlet
West Gear;1128299;01/28/21;West;California;San Francisco;Men's Apparel;$43.00 ;225;$9,675 ;$4,644 ;48%;Outlet
West Gear;1128299;01/29/21;West;California;San Francisco;Women's Apparel;$51.00 ;264;$13,464 ;$2,020 ;15%;Outlet
West Gear;1128299;01/30/21;West;California;San Francisco;Men's Street Footwear;$36.00 ;289;$10,404 ;$3,433 ;33%;Outlet
West Gear;1128299;01/31/21;West;California;San Francisco;Men's Athletic Footwear;$39.00 ;280;$10,920 ;$1,966 ;18%;Outlet
West Gear;1128299;02/01/21;West;California;San Francisco;Women's Street Footwear;$42.00 ;210;$8,820 ;$2,911 ;33%;Outlet
West Gear;1128299;02/02/21;West;California;San Francisco;Women's Athletic Footwear;$42.00 ;223;$9,366 ;$2,903 ;31%;Outlet
West Gear;1128299;02/03/21;West;California;San Francisco;Men's Apparel;$50.00 ;221;$11,050 ;$5,194 ;47%;Outlet
West Gear;1128299;02/04/21;West;California;San Francisco;Women's Apparel;$46.00 ;224;$10,304 ;$1,236 ;12%;Outlet
West Gear;1128299;02/05/21;West;California;San Francisco;Men's Street Footwear;$39.00 ;263;$10,257 ;$3,590 ;35%;Outlet
West Gear;1128299;02/06/21;West;California;San Francisco;Men's Athletic Footwear;$46.00 ;306;$14,076 ;$2,815 ;20%;Outlet
West Gear;1128299;02/07/21;West;California;San Francisco;Women's Street Footwear;$40.00 ;247;$9,880 ;$3,359 ;34%;Outlet
West Gear;1128299;02/08/21;West;California;San Francisco;Women's Athletic Footwear;$37.00 ;210;$7,770 ;$2,253 ;29%;Outlet
West Gear;1128299;02/09/21;West;California;San Francisco;Men's Apparel;$51.00 ;228;$11,628 ;$5,465 ;47%;Outlet
West Gear;1128299;02/10/21;West;California;San Francisco;Women's Apparel;$56.00 ;256;$14,336 ;$2,150 ;15%;Outlet
West Gear;1128299;02/11/21;West;California;San Francisco;Men's Street Footwear;$40.00 ;322;$12,880 ;$4,250 ;33%;Outlet
West Gear;1128299;02/12/21;West;California;San Francisco;Men's Athletic Footwear;$46.00 ;332;$15,272 ;$3,207 ;21%;Outlet
West Gear;1128299;02/13/21;West;California;San Francisco;Women's Street Footwear;$44.00 ;256;$11,264 ;$3,717 ;33%;Outlet
West Gear;1128299;02/14/21;West;California;San Francisco;Women's Athletic Footwear;$40.00 ;271;$10,840 ;$3,252 ;30%;Outlet
West Gear;1128299;02/15/21;West;California;San Francisco;Men's Apparel;$43.00 ;245;$10,535 ;$5,478 ;52%;Outlet
West Gear;1128299;02/16/21;West;California;San Francisco;Women's Apparel;$50.00 ;256;$12,800 ;$2,176 ;17%;Outlet
Kohl's;1189833;02/17/21;West;California;San Francisco;Men's Street Footwear;$26.00 ;224;$5,824 ;$2,504 ;43%;Outlet
Kohl's;1189833;02/18/21;West;California;San Francisco;Men's Athletic Footwear;$35.00 ;224;$7,840 ;$2,352 ;30%;Outlet
Kohl's;1189833;03/09/21;West;California;San Francisco;Women's Street Footwear;$36.00 ;217;$7,812 ;$3,281 ;42%;Outlet
Kohl's;1189833;03/10/21;West;California;San Francisco;Women's Athletic Footwear;$33.00 ;182;$6,006 ;$2,282 ;38%;Outlet
Kohl's;1189833;03/11/21;West;California;Los Angeles;Men's Apparel;$36.00 ;155;$5,580 ;$3,292 ;59%;Outlet
Kohl's;1189833;03/12/21;West;California;Los Angeles;Women's Apparel;$29.00 ;210;$6,090 ;$1,401 ;23%;Outlet
Kohl's;1189833;03/13/21;West;California;Los Angeles;Men's Street Footwear;$28.00 ;240;$6,720 ;$3,091 ;46%;Outlet
Kohl's;1189833;03/14/21;West;California;Los Angeles;Men's Athletic Footwear;$30.00 ;215;$6,450 ;$2,000 ;31%;Outlet
Kohl's;1189833;03/15/21;West;California;Los Angeles;Women's Street Footwear;$33.00 ;223;$7,359 ;$3,091 ;42%;Outlet
Kohl's;1189833;03/16/21;West;California;Los Angeles;Women's Athletic Footwear;$34.00 ;179;$6,086 ;$2,495 ;41%;Outlet
Kohl's;1189833;03/17/21;West;California;Los Angeles;Men's Apparel;$40.00 ;140;$5,600 ;$3,192 ;57%;Outlet
Kohl's;1189833;03/18/21;West;California;Los Angeles;Women's Apparel;$32.00 ;208;$6,656 ;$1,731 ;26%;Outlet
Kohl's;1189833;03/19/21;West;California;Los Angeles;Men's Street Footwear;$24.00 ;264;$6,336 ;$2,788 ;44%;Outlet
Kohl's;1189833;03/20/21;West;California;Los Angeles;Men's Athletic Footwear;$36.00 ;228;$8,208 ;$2,298 ;28%;Outlet
Kohl's;1189833;03/21/21;West;California;Los Angeles;Women's Street Footwear;$33.00 ;221;$7,293 ;$3,355 ;46%;Outlet
Kohl's;1189833;03/22/21;West;California;Los Angeles;Women's Athletic Footwear;$36.00 ;176;$6,336 ;$2,471 ;39%;Outlet
Kohl's;1189833;03/23/21;West;California;Los Angeles;Men's Apparel;$36.00 ;128;$4,608 ;$2,719 ;59%;Outlet
Kohl's;1189833;04/06/21;West;California;Los Angeles;Women's Apparel;$33.00 ;194;$6,402 ;$1,472 ;23%;Outlet
Kohl's;1189833;04/07/21;West;California;Los Angeles;Men's Street Footwear;$31.00 ;248;$7,688 ;$3,536 ;46%;Outlet
Kohl's;1189833;04/08/21;West;California;Los Angeles;Men's Athletic Footwear;$34.00 ;210;$7,140 ;$2,071 ;29%;Outlet
Kohl's;1189833;04/09/21;West;California;Los Angeles;Women's Street Footwear;$38.00 ;206;$7,828 ;$3,679 ;47%;Outlet
Kohl's;1189833;04/10/21;West;California;Los Angeles;Women's Athletic Footwear;$31.00 ;173;$5,363 ;$2,038 ;38%;Outlet
Kohl's;1189833;04/11/21;West;California;Los Angeles;Men's Apparel;$38.00 ;149;$5,662 ;$3,454 ;61%;Outlet
Kohl's;1189833;04/12/21;West;California;Los Angeles;Women's Apparel;$49.00 ;198;$9,702 ;$2,620 ;27%;Outlet
Kohl's;1189833;04/13/21;West;California;Los Angeles;Men's Street Footwear;$32.00 ;240;$7,680 ;$3,610 ;47%;Outlet
Kohl's;1189833;04/14/21;West;California;Los Angeles;Men's Athletic Footwear;$34.00 ;221;$7,514 ;$2,254 ;30%;Outlet
Kohl's;1189833;04/15/21;West;California;Los Angeles;Women's Street Footwear;$36.00 ;215;$7,740 ;$3,483 ;45%;Outlet
Kohl's;1189833;04/16/21;West;California;Los Angeles;Women's Athletic Footwear;$33.00 ;193;$6,369 ;$2,420 ;38%;Outlet
Kohl's;1189833;04/17/21;West;California;Los Angeles;Men's Apparel;$38.00 ;140;$5,320 ;$3,139 ;59%;Outlet
Kohl's;1189833;04/18/21;West;California;Los Angeles;Women's Apparel;$43.00 ;206;$8,858 ;$1,949 ;22%;Outlet
Kohl's;1189833;04/19/21;West;California;Los Angeles;Men's Street Footwear;$36.00 ;297;$10,692 ;$4,704 ;44%;Outlet
Kohl's;1189833;04/20/21;West;California;Los Angeles;Men's Athletic Footwear;$35.00 ;225;$7,875 ;$2,363 ;30%;Outlet
Kohl's;1189833;04/21/21;West;California;Los Angeles;Women's Street Footwear;$35.00 ;233;$8,155 ;$3,425 ;42%;Outlet
Kohl's;1189833;04/22/21;West;California;Los Angeles;Women's Athletic Footwear;$32.00 ;194;$6,208 ;$2,297 ;37%;Outlet
Kohl's;1189833;04/23/21;West;California;Los Angeles;Men's Apparel;$39.00 ;165;$6,435 ;$3,861 ;60%;Outlet
Kohl's;1189833;04/24/21;West;California;Los Angeles;Women's Apparel;$48.00 ;264;$12,672 ;$2,788 ;22%;Outlet
Kohl's;1189833;04/25/21;West;California;Los Angeles;Men's Street Footwear;$30.00 ;285;$8,550 ;$4,019 ;47%;Outlet
Kohl's;1189833;04/26/21;West;California;Los Angeles;Men's Athletic Footwear;$37.00 ;272;$10,064 ;$2,919 ;29%;Outlet
Kohl's;1189833;04/27/21;West;California;Los Angeles;Women's Street Footwear;$33.00 ;240;$7,920 ;$3,643 ;46%;Outlet
Kohl's;1189833;04/28/21;West;California;Los Angeles;Women's Athletic Footwear;$29.00 ;228;$6,612 ;$2,645 ;40%;Outlet
