Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform
2024-04-22,Melatonin,Sleep Aid,158,56.78,8971.24,0.2,2,UK,Walmart
2024-04-22,Biotin,Vitamin,148,45.49,6732.52,0.25,2,USA,iHerb
2024-04-22,Green Tea Extract,Fat Burner,154,45.99,7082.46,0.14,1,Canada,Amazon
2024-04-22,Iron Supplement,Mineral,175,21.84,3822.0,0.08,4,USA,Amazon
2024-04-22,Electrolyte Powder,Hydration,167,11.92,1990.64,0.01,1,UK,Walmart
2024-04-29,Whey Protein,Protein,155,41.69,6461.95,0.18,0,USA,Walmart
2024-04-29,Vitamin C,Vitamin,132,17.74,2341.68,0.02,2,USA,Walmart
2024-04-29,Fish Oil,Omega,162,50.85,8237.7,0.17,2,Canada,Walmart
2024-04-29,Multivitamin,Vitamin,137,24.45,3349.65,0.24,5,Canada,Amazon
2024-04-29,Pre-Workout,Performance,161,36.0,5796.0,0.24,2,UK,iHerb
2024-04-29,BCAA,Amino Acid,176,26.69,4697.44,0.21,0,Canada,Amazon
2024-04-29,Creatine,Performance,176,56.32,9912.32,0.08,2,UK,Walmart
2024-04-29,Zinc,Mineral,149,35.22,5247.78,0.24,2,Canada,Walmart
2024-04-29,Collagen Peptides,Protein,141,24.7,3482.7,0.09,0,Canada,Amazon
2024-04-29,Magnesium,Mineral,169,22.95,3878.55,0.23,3,USA,Amazon
2024-04-29,Ashwagandha,Herbal,135,55.65,7512.75,0.02,2,USA,iHerb
2024-04-29,Melatonin,Sleep Aid,152,34.64,5265.28,0.17,0,USA,iHerb
2024-04-29,Biotin,Vitamin,160,32.76,5241.6,0.04,3,USA,Amazon
2024-04-29,Green Tea Extract,Fat Burner,143,31.44,4495.92,0.19,1,USA,Amazon
2024-04-29,Iron Supplement,Mineral,161,19.58,3152.38,0.14,4,UK,Walmart
2024-04-29,Electrolyte Powder,Hydration,128,17.83,2282.24,0.16,1,Canada,iHerb
2024-05-06,Whey Protein,Protein,163,19.82,3230.66,0.08,2,USA,Walmart
2024-05-06,Vitamin C,Vitamin,157,57.19,8978.83,0.09,2,USA,Amazon
2024-05-06,Fish Oil,Omega,151,52.31,7898.81,0.2,1,Canada,iHerb
2024-05-06,Multivitamin,Vitamin,153,44.49,6806.97,0.08,3,Canada,Walmart
2024-05-06,Pre-Workout,Performance,139,23.43,3256.77,0.05,1,Canada,Amazon
2024-05-06,BCAA,Amino Acid,138,22.07,3045.66,0.18,1,Canada,iHerb
2024-05-06,Creatine,Performance,166,29.32,4867.12,0.19,4,UK,iHerb
2024-05-06,Zinc,Mineral,139,33.32,4631.48,0.14,1,UK,iHerb
2024-05-06,Collagen Peptides,Protein,164,31.91,5233.24,0.12,1,USA,Amazon
2024-05-06,Magnesium,Mineral,146,39.01,5695.46,0.16,1,UK,Walmart
2024-05-06,Ashwagandha,Herbal,143,16.64,2379.52,0.06,0,UK,Walmart
2024-05-06,Melatonin,Sleep Aid,128,10.98,1405.44,0.06,2,USA,Walmart
2024-05-06,Biotin,Vitamin,125,55.66,6957.5,0.2,1,USA,Amazon
2024-05-06,Green Tea Extract,Fat Burner,172,13.63,2344.36,0.25,3,Canada,Amazon
2024-05-06,Iron Supplement,Mineral,149,43.56,6490.44,0.05,0,Canada,iHerb
2024-05-06,Electrolyte Powder,Hydration,149,10.5,1564.5,0.2,0,USA,Walmart
2024-05-13,Whey Protein,Protein,149,44.34,6606.66,0.01,1,Canada,iHerb
2024-05-13,Vitamin C,Vitamin,153,16.75,2562.75,0.17,1,USA,Walmart
2024-05-13,Fish Oil,Omega,136,55.63,7565.68,0.0,2,USA,iHerb
2024-05-13,Multivitamin,Vitamin,128,17.53,2243.84,0.11,2,UK,Amazon
2024-05-13,Pre-Workout,Performance,142,30.56,4339.52,0.06,1,UK,iHerb
2024-05-13,BCAA,Amino Acid,162,52.33,8477.46,0.08,3,USA,Walmart
2024-05-13,Creatine,Performance,139,57.42,7981.38,0.0,1,Canada,iHerb
2024-05-13,Zinc,Mineral,155,18.8,2914.0,0.24,2,Canada,Amazon
2024-05-13,Collagen Peptides,Protein,136,49.16,6685.76,0.02,0,UK,Amazon
2024-05-13,Magnesium,Mineral,153,44.34,6784.02,0.1,2,USA,iHerb
2024-05-13,Ashwagandha,Herbal,157,44.31,6956.67,0.17,1,USA,Amazon
2024-05-13,Melatonin,Sleep Aid,151,45.01,6796.51,0.25,0,Canada,iHerb
2024-05-13,Biotin,Vitamin,126,47.15,5940.9,0.03,1,UK,iHerb
2024-05-13,Green Tea Extract,Fat Burner,144,20.78,2992.32,0.22,2,UK,Walmart
2024-05-13,Iron Supplement,Mineral,176,16.2,2851.2,0.04,5,Canada,Walmart
2024-05-13,Electrolyte Powder,Hydration,158,45.19,7140.02,0.1,1,UK,Amazon
2024-05-20,Whey Protein,Protein,136,13.19,1793.84,0.07,1,UK,iHerb
2024-05-20,Vitamin C,Vitamin,136,10.59,1440.24,0.08,3,UK,iHerb
2024-05-20,Fish Oil,Omega,143,33.66,4813.38,0.14,2,Canada,Amazon
2024-05-20,Multivitamin,Vitamin,138,47.88,6607.44,0.18,0,USA,Walmart
2024-05-20,Pre-Workout,Performance,165,20.66,3408.9,0.02,2,UK,iHerb
2024-05-20,BCAA,Amino Acid,158,11.41,1802.78,0.1,2,USA,iHerb
2024-05-20,Creatine,Performance,158,40.53,6403.74,0.03,2,Canada,iHerb
2024-05-20,Zinc,Mineral,166,47.54,7891.64,0.21,2,Canada,Amazon
2024-05-20,Collagen Peptides,Protein,141,32.54,4588.14,0.03,0,Canada,iHerb
2024-05-20,Magnesium,Mineral,155,14.72,2281.6,0.19,3,UK,iHerb
2024-05-20,Ashwagandha,Herbal,158,44.49,7029.42,0.0,1,Canada,Amazon
2024-05-20,Melatonin,Sleep Aid,146,29.52,4309.92,0.0,1,UK,Amazon
2024-05-20,Biotin,Vitamin,150,57.05,8557.5,0.05,0,USA,Amazon
2024-05-20,Green Tea Extract,Fat Burner,136,10.3,1400.8,0.03,1,UK,Amazon
2024-05-20,Iron Supplement,Mineral,140,27.99,3918.6,0.07,1,Canada,Walmart
2024-05-20,Electrolyte Powder,Hydration,145,53.84,7806.8,0.1,2,UK,Walmart
2024-05-27,Whey Protein,Protein,130,58.64,7623.2,0.13,1,Canada,Amazon
2024-05-27,Vitamin C,Vitamin,138,39.52,5453.76,0.16,0,Canada,iHerb
2024-05-27,Fish Oil,Omega,152,20.38,3097.76,0.05,1,USA,Amazon
2024-05-27,Multivitamin,Vitamin,158,52.29,8261.82,0.07,3,UK,Walmart
2024-05-27,Pre-Workout,Performance,159,14.76,2346.84,0.06,4,USA,Amazon
2024-05-27,BCAA,Amino Acid,143,19.48,2785.64,0.2,1,Canada,Walmart
2024-05-27,Creatine,Performance,144,31.69,4563.36,0.1,1,UK,Amazon
2024-05-27,Zinc,Mineral,162,49.92,8087.04,0.03,3,USA,Amazon
2024-05-27,Collagen Peptides,Protein,133,57.39,7632.87,0.2,1,UK,iHerb
2024-05-27,Magnesium,Mineral,154,47.72,7348.88,0.06,0,UK,Amazon
2024-05-27,Ashwagandha,Herbal,160,16.75,2680.0,0.08,1,UK,Amazon
2024-05-27,Melatonin,Sleep Aid,151,55.16,8329.16,0.13,3,UK,Amazon
2024-05-27,Biotin,Vitamin,147,21.63,3179.61,0.17,1,USA,iHerb
2024-05-27,Green Tea Extract,Fat Burner,156,11.12,1734.72,0.01,1,USA,iHerb
2024-05-27,Iron Supplement,Mineral,138,37.61,5190.18,0.15,1,UK,Walmart
2024-05-27,Electrolyte Powder,Hydration,155,59.9,9284.5,0.21,2,UK,Amazon
2024-06-03,Whey Protein,Protein,138,56.88,7849.44,0.05,1,Canada,Amazon
2024-06-03,Vitamin C,Vitamin,135,30.33,4094.55,0.02,3,Canada,iHerb
2024-06-03,Fish Oil,Omega,152,27.2,4134.4,0.07,1,USA,Walmart
2024-06-03,Multivitamin,Vitamin,144,48.68,7009.92,0.17,1,Canada,Walmart
2024-06-03,Pre-Workout,Performance,151,13.41,2024.91,0.02,2,UK,iHerb
2024-06-03,BCAA,Amino Acid,155,47.26,7325.3,0.16,3,USA,Walmart
2024-06-03,Creatine,Performance,136,14.18,1928.48,0.14,1,Canada,iHerb
2024-06-03,Zinc,Mineral,146,10.22,1492.12,0.13,0,UK,Walmart
2024-06-03,Collagen Peptides,Protein,159,51.58,8201.22,0.21,3,USA,Walmart
2024-06-03,Magnesium,Mineral,136,10.72,1457.92,0.21,2,UK,iHerb
2024-06-03,Ashwagandha,Herbal,151,14.72,2222.72,0.13,1,Canada,Walmart
2024-06-03,Melatonin,Sleep Aid,144,26.26,3781.44,0.18,2,USA,Amazon
2024-06-03,Biotin,Vitamin,133,49.53,6587.49,0.05,1,USA,Walmart
2024-06-03,Green Tea Extract,Fat Burner,154,48.93,7535.22,0.07,0,UK,Walmart
2024-06-03,Iron Supplement,Mineral,152,56.01,8513.52,0.22,1,USA,iHerb
2024-06-03,Electrolyte Powder,Hydration,145,23.38,3390.1,0.14,2,Canada,Amazon
2024-06-10,Whey Protein,Protein,143,33.77,4829.11,0.02,2,Canada,Amazon
2024-06-10,Vitamin C,Vitamin,151,25.02,3778.02,0.23,0,UK,Walmart
2024-06-10,Fish Oil,Omega,166,54.03,8968.98,0.18,0,USA,Amazon
2024-06-10,Multivitamin,Vitamin,163,11.62,1894.06,0.03,2,USA,Walmart
2024-06-10,Pre-Workout,Performance,156,46.01,7177.56,0.16,2,USA,Walmart
2024-06-10,BCAA,Amino Acid,153,55.62,8509.86,0.0,1,UK,Amazon
2024-06-10,Creatine,Performance,158,11.24,1775.92,0.02,2,UK,Walmart
2024-06-10,Zinc,Mineral,150,22.83,3424.5,0.01,1,Canada,iHerb
2024-06-10,Collagen Peptides,Protein,148,14.37,2126.76,0.18,3,USA,iHerb
2024-06-10,Magnesium,Mineral,174,12.64,2199.36,0.19,0,Canada,iHerb
2024-06-10,Ashwagandha,Herbal,156,46.29,7221.24,0.24,2,USA,iHerb
2024-06-10,Melatonin,Sleep Aid,157,56.24,8829.68,0.04,3,USA,Walmart
2024-06-10,Biotin,Vitamin,143,51.33,7340.19,0.0,3,Canada,Amazon
2024-06-10,Green Tea Extract,Fat Burner,141,44.57,6284.37,0.17,1,UK,iHerb
2024-06-10,Iron Supplement,Mineral,137,40.02,5482.74,0.12,0,Canada,iHerb
2024-06-10,Electrolyte Powder,Hydration,135,53.15,7175.25,0.01,4,UK,iHerb
2024-06-17,Whey Protein,Protein,138,38.85,5361.3,0.02,2,Canada,Walmart
2024-06-17,Vitamin C,Vitamin,165,49.99,8248.35,0.1,0,USA,Amazon
2024-06-17,Fish Oil,Omega,132,37.21,4911.72,0.01,1,UK,Walmart
2024-06-17,Multivitamin,Vitamin,163,34.44,5613.72,0.22,0,Canada,iHerb
2024-06-17,Pre-Workout,Performance,170,45.41,7719.7,0.2,2,USA,Walmart
2024-06-17,BCAA,Amino Acid,156,27.77,4332.12,0.14,1,Canada,Walmart
2024-06-17,Creatine,Performance,148,16.14,2388.72,0.08,3,UK,iHerb
2024-06-17,Zinc,Mineral,146,18.76,2738.96,0.11,0,UK,Amazon
2024-06-17,Collagen Peptides,Protein,135,40.37,5449.95,0.05,1,USA,Walmart
2024-06-17,Magnesium,Mineral,165,10.96,1808.4,0.16,0,Canada,iHerb
2024-06-17,Ashwagandha,Herbal,149,38.65,5758.85,0.02,3,UK,iHerb
2024-06-17,Melatonin,Sleep Aid,154,38.13,5872.02,0.03,0,UK,Walmart
2024-06-17,Biotin,Vitamin,155,39.18,6072.9,0.05,2,UK,Amazon
2024-06-17,Green Tea Extract,Fat Burner,124,37.7,4674.8,0.16,3,Canada,Amazon
2024-06-17,Iron Supplement,Mineral,158,12.45,1967.1,0.21,1,Canada,Walmart
2024-06-17,Electrolyte Powder,Hydration,162,29.88,4840.56,0.18,3,Canada,Amazon
2024-06-24,Whey Protein,Protein,130,49.65,6454.5,0.08,1,USA,Walmart
2024-06-24,Vitamin C,Vitamin,121,33.85,4095.85,0.02,0,UK,iHerb
2024-06-24,Fish Oil,Omega,164,41.68,6835.52,0.05,3,UK,Walmart
2024-06-24,Multivitamin,Vitamin,166,55.63,9234.58,0.21,2,Canada,Amazon
2024-06-24,Pre-Workout,Performance,159,23.54,3742.86,0.02,0,Canada,Walmart
2024-06-24,BCAA,Amino Acid,136,21.99,2990.64,0.24,1,USA,Amazon
2024-06-24,Creatine,Performance,140,20.95,2933.0,0.25,3,UK,Walmart
2024-06-24,Zinc,Mineral,158,43.53,6877.74,0.16,1,Canada,iHerb
2024-06-24,Collagen Peptides,Protein,160,34.47,5515.2,0.0,4,UK,Walmart
2024-06-24,Magnesium,Mineral,159,27.08,4305.72,0.04,2,USA,iHerb
2024-06-24,Ashwagandha,Herbal,175,20.65,3613.75,0.09,2,USA,iHerb
2024-06-24,Melatonin,Sleep Aid,154,37.71,5807.34,0.09,3,UK,Amazon
2024-06-24,Biotin,Vitamin,129,48.78,6292.62,0.02,2,UK,Amazon
2024-06-24,Green Tea Extract,Fat Burner,163,10.65,1735.95,0.05,1,Canada,Amazon
2024-06-24,Iron Supplement,Mineral,155,56.48,8754.4,0.19,1,Canada,iHerb
2024-06-24,Electrolyte Powder,Hydration,146,58.55,8548.3,0.13,3,Canada,Amazon
2024-07-01,Whey Protein,Protein,144,12.69,1827.36,0.25,3,UK,iHerb
2024-07-01,Vitamin C,Vitamin,145,47.61,6903.45,0.23,1,USA,Amazon
2024-07-01,Fish Oil,Omega,149,48.93,7290.57,0.1,3,UK,iHerb
2024-07-01,Multivitamin,Vitamin,138,34.66,4783.08,0.11,1,UK,Amazon
2024-07-01,Pre-Workout,Performance,152,18.76,2851.52,0.19,1,UK,Amazon
2024-07-01,BCAA,Amino Acid,150,55.48,8322.0,0.18,0,UK,Amazon
2024-07-01,Creatine,Performance,149,37.37,5568.13,0.11,1,UK,Amazon
2024-07-01,Zinc,Mineral,156,15.25,2379.0,0.01,1,UK,iHerb
2024-07-01,Collagen Peptides,Protein,146,24.64,3597.44,0.25,1,UK,iHerb
2024-07-01,Magnesium,Mineral,148,23.03,3408.44,0.01,1,Canada,Walmart
2024-07-01,Ashwagandha,Herbal,159,28.4,4515.6,0.0,3,USA,Amazon
2024-07-01,Melatonin,Sleep Aid,161,28.24,4546.64,0.24,1,USA,Amazon
2024-07-01,Biotin,Vitamin,151,39.81,6011.31,0.24,6,UK,Walmart
2024-07-01,Green Tea Extract,Fat Burner,160,34.72,5555.2,0.09,5,UK,iHerb
2024-07-01,Iron Supplement,Mineral,158,10.61,1676.38,0.13,5,UK,Amazon
2024-07-01,Electrolyte Powder,Hydration,151,11.1,1676.1,0.09,3,USA,Walmart
2024-07-08,Whey Protein,Protein,158,39.53,6245.74,0.13,2,Canada,Walmart
2024-07-08,Vitamin C,Vitamin,147,16.08,2363.76,0.07,3,Canada,Walmart
2024-07-08,Fish Oil,Omega,169,11.58,1957.02,0.23,2,UK,iHerb
2024-07-08,Multivitamin,Vitamin,147,31.49,4629.03,0.12,3,USA,Walmart
2024-07-08,Pre-Workout,Performance,136,10.14,1379.04,0.08,0,UK,Walmart
2024-07-08,BCAA,Amino Acid,139,21.36,2969.04,0.08,0,UK,Amazon
2024-07-08,Creatine,Performance,154,14.85,2286.9,0.15,6,Canada,Amazon
2024-07-08,Zinc,Mineral,176,49.77,8759.52,0.09,0,Canada,Amazon
2024-07-08,Collagen Peptides,Protein,142,36.16,5134.72,0.17,2,Canada,iHerb
2024-07-08,Magnesium,Mineral,140,25.42,3558.8,0.09,7,UK,iHerb
2024-07-08,Ashwagandha,Herbal,157,29.49,4629.93,0.12,1,UK,Walmart
2024-07-08,Melatonin,Sleep Aid,163,24.78,4039.14,0.19,3,UK,Walmart
2024-07-08,Biotin,Vitamin,147,12.94,1902.18,0.13,0,UK,Amazon
2024-07-08,Green Tea Extract,Fat Burner,143,54.8,7836.4,0.03,2,UK,iHerb
2024-07-08,Iron Supplement,Mineral,150,42.58,6387.0,0.15,1,USA,Walmart
2024-07-08,Electrolyte Powder,Hydration,172,59.53,10239.16,0.13,0,UK,Walmart
2024-07-15,Whey Protein,Protein,149,39.86,5939.14,0.17,1,Canada,iHerb
2024-07-15,Vitamin C,Vitamin,131,14.07,1843.17,0.17,2,Canada,Amazon
2024-07-15,Fish Oil,Omega,183,36.62,6701.46,0.14,4,Canada,iHerb
2024-07-15,Multivitamin,Vitamin,154,31.82,4900.28,0.16,2,UK,Walmart
2024-07-15,Pre-Workout,Performance,165,57.58,9500.7,0.01,5,UK,iHerb
2024-07-15,BCAA,Amino Acid,165,46.75,7713.75,0.02,0,UK,iHerb
2024-07-15,Creatine,Performance,131,37.37,4895.47,0.05,3,UK,Amazon
2024-07-15,Zinc,Mineral,148,42.64,6310.72,0.08,1,Canada,Walmart
2024-07-15,Collagen Peptides,Protein,144,39.31,5660.64,0.06,2,UK,iHerb
2024-07-15,Magnesium,Mineral,124,31.96,3963.04,0.18,3,Canada,iHerb
2024-07-15,Ashwagandha,Herbal,159,17.55,2790.45,0.2,1,UK,Walmart
2024-07-15,Melatonin,Sleep Aid,128,24.59,3147.52,0.01,3,Canada,Amazon
2024-07-15,Biotin,Vitamin,149,45.82,6827.18,0.22,0,USA,iHerb
2024-07-15,Green Tea Extract,Fat Burner,157,20.5,3218.5,0.12,0,UK,Amazon
2024-07-15,Iron Supplement,Mineral,159,15.41,2450.19,0.2,2,Canada,Amazon
2024-07-15,Electrolyte Powder,Hydration,144,10.0,1440.0,0.23,1,Canada,iHerb
2024-07-22,Whey Protein,Protein,154,38.07,5862.78,0.21,2,USA,iHerb
2024-07-22,Vitamin C,Vitamin,169,18.56,3136.64,0.23,2,Canada,Walmart
2024-07-22,Fish Oil,Omega,128,21.95,2809.6,0.16,2,UK,iHerb
2024-07-22,Multivitamin,Vitamin,157,40.39,6341.23,0.24,5,Canada,iHerb
2024-07-22,Pre-Workout,Performance,155,20.02,3103.1,0.06,4,UK,Amazon
2024-07-22,BCAA,Amino Acid,134,31.03,4158.02,0.15,1,Canada,Amazon
2024-07-22,Creatine,Performance,142,55.75,7916.5,0.1,1,Canada,Amazon
2024-07-22,Zinc,Mineral,157,29.11,4570.27,0.1,1,Canada,Amazon
2024-07-22,Collagen Peptides,Protein,140,44.32,6204.8,0.19,2,Canada,Amazon
2024-07-22,Magnesium,Mineral,145,10.33,1497.85,0.12,2,UK,iHerb
2024-07-22,Ashwagandha,Herbal,155,42.23,6545.65,0.23,2,Canada,Walmart
2024-07-22,Melatonin,Sleep Aid,158,11.87,1875.46,0.09,2,UK,iHerb
2024-07-22,Biotin,Vitamin,162,58.0,9396.0,0.07,2,UK,Amazon
2024-07-22,Green Tea Extract,Fat Burner,147,50.13,7369.11,0.07,0,USA,iHerb
2024-07-22,Iron Supplement,Mineral,151,49.86,7528.86,0.24,0,USA,iHerb
2024-07-22,Electrolyte Powder,Hydration,153,59.29,9071.37,0.24,2,USA,Amazon
2024-07-29,Whey Protein,Protein,151,29.21,4410.71,0.15,2,Canada,iHerb
2024-07-29,Vitamin C,Vitamin,155,31.46,4876.3,0.18,0,Canada,iHerb
2024-07-29,Fish Oil,Omega,136,54.54,7417.44,0.02,2,UK,Walmart
2024-07-29,Multivitamin,Vitamin,140,55.8,7812.0,0.15,0,Canada,Amazon
2024-07-29,Pre-Workout,Performance,142,31.36,4453.12,0.15,1,Canada,Amazon
2024-07-29,BCAA,Amino Acid,146,44.31,6469.26,0.18,1,USA,Walmart
2024-07-29,Creatine,Performance,161,56.03,9020.83,0.04,1,Canada,iHerb
2024-07-29,Zinc,Mineral,165,10.17,1678.05,0.22,1,Canada,Walmart
2024-07-29,Collagen Peptides,Protein,147,52.41,7704.27,0.08,3,UK,iHerb
2024-07-29,Magnesium,Mineral,154,26.28,4047.12,0.06,2,UK,Walmart
2024-07-29,Ashwagandha,Herbal,148,34.58,5117.84,0.13,1,Canada,Walmart
2024-07-29,Melatonin,Sleep Aid,161,23.47,3778.67,0.22,2,Canada,Walmart
2024-07-29,Biotin,Vitamin,153,45.94,7028.82,0.08,0,USA,Amazon
2024-07-29,Green Tea Extract,Fat Burner,162,46.09,7466.58,0.02,1,Canada,Walmart
2024-07-29,Iron Supplement,Mineral,126,42.66,5375.16,0.04,1,USA,Walmart
2024-07-29,Electrolyte Powder,Hydration,173,50.13,8672.49,0.23,5,UK,Amazon
2024-08-05,Whey Protein,Protein,168,58.13,9765.84,0.2,3,UK,Walmart
2024-08-05,Vitamin C,Vitamin,161,14.08,2266.88,0.06,4,Canada,Walmart
2024-08-05,Fish Oil,Omega,150,52.0,7800.0,0.02,1,Canada,Amazon
2024-08-05,Multivitamin,Vitamin,145,25.38,3680.1,0.05,0,Canada,Walmart
2024-08-05,Pre-Workout,Performance,155,35.44,5493.2,0.07,0,Canada,Amazon
2024-08-05,BCAA,Amino Acid,144,40.07,5770.08,0.19,1,UK,Amazon
2024-08-05,Creatine,Performance,155,58.03,8994.65,0.04,6,Canada,iHerb
2024-08-05,Zinc,Mineral,146,38.62,5638.52,0.12,2,UK,iHerb
2024-08-05,Collagen Peptides,Protein,146,34.44,5028.24,0.13,0,USA,iHerb
2024-08-05,Magnesium,Mineral,174,30.46,5300.04,0.04,2,Canada,Walmart
2024-08-05,Ashwagandha,Herbal,143,21.23,3035.89,0.01,2,Canada,Amazon
2024-08-05,Melatonin,Sleep Aid,155,12.37,1917.35,0.22,0,UK,iHerb
2024-08-05,Biotin,Vitamin,173,27.02,4674.46,0.19,3,USA,iHerb
2024-08-05,Green Tea Extract,Fat Burner,145,31.66,4590.7,0.23,2,USA,iHerb
2024-08-05,Iron Supplement,Mineral,140,21.52,3012.8,0.07,0,Canada,iHerb
2024-08-05,Electrolyte Powder,Hydration,156,29.37,4581.72,0.16,1,UK,Amazon
2024-08-12,Whey Protein,Protein,126,16.3,2053.8,0.21,2,UK,Walmart
2024-08-12,Vitamin C,Vitamin,126,23.93,3015.18,0.14,1,Canada,iHerb
2024-08-12,Fish Oil,Omega,149,16.89,2516.61,0.19,3,UK,Amazon
2024-08-12,Multivitamin,Vitamin,176,47.0,8272.0,0.18,4,UK,iHerb
2024-08-12,Pre-Workout,Performance,141,12.73,1794.93,0.16,1,Canada,Walmart
2024-08-12,BCAA,Amino Acid,160,28.24,4518.4,0.13,0,UK,Walmart
2024-08-12,Creatine,Performance,147,19.16,2816.52,0.22,0,Canada,Walmart
2024-08-12,Zinc,Mineral,155,55.6,8618.0,0.2,0,UK,Amazon
2024-08-12,Collagen Peptides,Protein,163,56.12,9147.56,0.18,3,USA,Amazon
2024-08-12,Magnesium,Mineral,130,51.06,6637.8,0.22,0,UK,iHerb
2024-08-12,Ashwagandha,Herbal,175,40.73,7127.75,0.17,0,UK,Walmart
2024-08-12,Melatonin,Sleep Aid,146,48.13,7026.98,0.21,2,USA,iHerb
2024-08-12,Biotin,Vitamin,136,45.04,6125.44,0.14,2,USA,Amazon
2024-08-12,Green Tea Extract,Fat Burner,162,16.23,2629.26,0.23,2,UK,Walmart
2024-08-12,Iron Supplement,Mineral,154,56.58,8713.32,0.14,1,Canada,iHerb
2024-08-12,Electrolyte Powder,Hydration,147,30.79,4526.13,0.22,1,USA,iHerb
2024-08-19,Whey Protein,Protein,163,51.22,8348.86,0.18,3,UK,iHerb
2024-08-19,Vitamin C,Vitamin,146,52.12,7609.52,0.12,0,USA,Walmart
2024-08-19,Fish Oil,Omega,133,47.55,6324.15,0.18,0,USA,Amazon
2024-08-19,Multivitamin,Vitamin,164,49.65,8142.6,0.12,2,USA,Walmart
2024-08-19,Pre-Workout,Performance,146,52.07,7602.22,0.01,4,USA,iHerb
2024-08-19,BCAA,Amino Acid,155,41.4,6417.0,0.03,1,USA,Amazon
2024-08-19,Creatine,Performance,158,42.62,6733.96,0.05,1,USA,Amazon
2024-08-19,Zinc,Mineral,155,38.25,5928.75,0.15,1,USA,iHerb
2024-08-19,Collagen Peptides,Protein,163,30.66,4997.58,0.19,5,Canada,Amazon
2024-08-19,Magnesium,Mineral,136,53.92,7333.12,0.09,1,Canada,iHerb
2024-08-19,Ashwagandha,Herbal,149,23.04,3432.96,0.01,0,USA,iHerb
2024-08-19,Melatonin,Sleep Aid,148,48.23,7138.04,0.03,3,Canada,Walmart
2024-08-19,Biotin,Vitamin,168,46.98,7892.64,0.03,1,Canada,iHerb
2024-08-19,Green Tea Extract,Fat Burner,144,48.97,7051.68,0.23,2,Canada,Amazon
2024-08-19,Iron Supplement,Mineral,156,40.27,6282.12,0.02,3,Canada,Walmart
2024-08-19,Electrolyte Powder,Hydration,151,56.0,8456.0,0.12,3,UK,iHerb
2024-08-26,Whey Protein,Protein,165,13.07,2156.55,0.06,3,USA,Amazon
2024-08-26,Vitamin C,Vitamin,168,32.0,5376.0,0.04,4,UK,iHerb
2024-08-26,Fish Oil,Omega,139,43.04,5982.56,0.06,3,USA,Amazon
2024-08-26,Multivitamin,Vitamin,150,18.17,2725.5,0.12,1,USA,Amazon
2024-08-26,Pre-Workout,Performance,168,58.81,9880.08,0.16,0,USA,Walmart
2024-08-26,BCAA,Amino Acid,121,21.74,2630.54,0.08,0,Canada,Walmart
2024-08-26,Creatine,Performance,155,13.9,2154.5,0.13,2,USA,Amazon
2024-08-26,Zinc,Mineral,129,38.92,5020.68,0.24,0,UK,Amazon
2024-08-26,Collagen Peptides,Protein,152,11.18,1699.36,0.23,2,UK,Amazon
2024-08-26,Magnesium,Mineral,130,12.54,1630.2,0.15,1,UK,Amazon
2024-08-26,Ashwagandha,Herbal,150,36.59,5488.5,0.13,0,USA,iHerb
2024-08-26,Melatonin,Sleep Aid,142,55.01,7811.42,0.18,5,UK,iHerb
2024-08-26,Biotin,Vitamin,143,40.15,5741.45,0.11,0,Canada,Amazon
2024-08-26,Green Tea Extract,Fat Burner,140,44.81,6273.4,0.24,2,USA,iHerb
2024-08-26,Iron Supplement,Mineral,142,29.22,4149.24,0.21,2,UK,Walmart
2024-08-26,Electrolyte Powder,Hydration,153,56.9,8705.7,0.16,4,USA,Amazon
2024-09-02,Whey Protein,Protein,153,50.66,7750.98,0.08,4,UK,Walmart
2024-09-02,Vitamin C,Vitamin,185,42.41,7845.85,0.14,3,USA,Amazon
2024-09-02,Fish Oil,Omega,166,50.8,8432.8,0.08,1,UK,Amazon
2024-09-02,Multivitamin,Vitamin,147,19.36,2845.92,0.17,1,USA,Amazon
2024-09-02,Pre-Workout,Performance,161,43.4,6987.4,0.16,4,Canada,Amazon
2024-09-02,BCAA,Amino Acid,158,55.23,8726.34,0.17,1,USA,iHerb
2024-09-02,Creatine,Performance,166,31.22,5182.52,0.18,3,USA,Amazon
2024-09-02,Zinc,Mineral,144,15.48,2229.12,0.06,3,UK,Amazon
2024-09-02,Collagen Peptides,Protein,145,43.3,6278.5,0.2,0,USA,iHerb
2024-09-02,Magnesium,Mineral,143,28.24,4038.32,0.25,3,UK,iHerb
2024-09-02,Ashwagandha,Herbal,149,27.38,4079.62,0.2,0,UK,Amazon
2024-09-02,Melatonin,Sleep Aid,160,15.37,2459.2,0.07,1,UK,iHerb
2024-09-02,Biotin,Vitamin,159,42.98,6833.82,0.18,2,Canada,Amazon
2024-09-02,Green Tea Extract,Fat Burner,160,39.36,6297.6,0.24,2,USA,iHerb
2024-09-02,Iron Supplement,Mineral,154,26.66,4105.64,0.18,3,Canada,iHerb
2024-09-02,Electrolyte Powder,Hydration,139,52.62,7314.18,0.21,3,UK,Amazon
2024-09-09,Whey Protein,Protein,175,42.82,7493.5,0.1,1,USA,Amazon
2024-09-09,Vitamin C,Vitamin,148,35.07,5190.36,0.2,2,UK,iHerb
2024-09-09,Fish Oil,Omega,148,50.92,7536.16,0.14,3,Canada,Amazon
