date,hour,demand
2020-08-26,19,77
2020-08-26,20,81
2020-08-26,21,105
2020-08-26,22,31
2020-08-26,23,14
2020-08-27,0,38
2020-08-27,2,57
2020-08-27,3,44
2020-08-27,4,30
2020-08-27,6,5
2020-08-27,7,78
2020-08-27,8,91
2020-08-27,9,74
2020-08-27,10,56
2020-08-27,11,119
2020-08-27,12,60
2020-08-27,13,156
2020-08-27,14,82
2020-08-27,15,111
2020-08-27,16,115
2020-08-27,17,80
2020-08-27,18,117
2020-08-27,19,65
2020-08-27,20,94
2020-08-27,21,61
2020-08-27,22,16
2020-08-27,23,47
2020-08-28,0,101
2020-08-28,1,101
2020-08-28,2,124
2020-08-28,3,39
2020-08-28,4,10
2020-08-28,7,20
2020-08-28,8,15
2020-08-28,10,43
2020-08-28,11,39
2020-08-28,12,153
2020-08-28,13,101
2020-08-28,14,182
2020-08-28,15,180
2020-08-28,16,114
2020-08-28,17,105
2020-08-28,18,60
2020-08-28,19,110
2020-08-28,20,10
2020-08-28,21,59
2020-08-28,22,70
2020-08-28,23,66
2020-08-29,0,77
2020-08-29,1,2
2020-08-29,2,57
2020-08-29,3,73
2020-08-29,4,66
2020-08-29,8,102
2020-08-29,9,105
2020-08-29,10,74
2020-08-29,11,140
2020-08-29,12,63
2020-08-29,13,89
2020-08-29,14,102
2020-08-29,15,157
2020-08-29,16,126
2020-08-29,17,28
2020-08-29,20,86
2020-08-29,23,4
2020-08-30,1,99
2020-08-30,5,68
2020-08-30,8,76
2020-08-30,9,99
2020-08-30,10,67
2020-08-30,11,64
2020-08-30,12,137
2020-08-30,13,181
2020-08-30,14,140
2020-08-30,15,196
2020-08-30,16,93
2020-08-30,17,106
2020-08-30,18,22
2020-08-30,19,83
2020-08-30,20,48
2020-08-30,21,24
2020-08-30,22,51
2020-08-30,23,81
2020-08-31,1,103
2020-08-31,4,55
2020-08-31,5,16
2020-08-31,6,14
2020-08-31,7,43
2020-08-31,8,85
2020-08-31,9,108
2020-08-31,10,90
2020-08-31,11,86
2020-08-31,12,53
2020-08-31,13,79
2020-08-31,14,77
2020-08-31,15,140
2020-08-31,16,139
2020-08-31,17,119
2020-08-31,18,130
2020-08-31,19,76
2020-08-31,20,53
2020-08-31,21,89
2020-09-01,2,75
2020-09-01,4,95
2020-09-01,5,76
2020-09-01,6,83
2020-09-01,7,78
2020-09-01,8,137
2020-09-01,9,44
2020-09-01,10,82
2020-09-01,11,118
2020-09-01,12,38
2020-09-01,13,117
2020-09-01,14,173
2020-09-01,15,135
2020-09-01,16,130
2020-09-01,17,165
2020-09-01,18,107
2020-09-01,19,78
2020-09-01,20,17
2020-09-01,21,47
2020-09-01,22,108
2020-09-01,23,35
2020-09-02,2,61
2020-09-02,4,75
2020-09-02,5,40
2020-09-02,6,50
2020-09-02,7,24
2020-09-02,8,66
2020-09-02,9,95
2020-09-02,10,100
2020-09-02,11,47
2020-09-02,12,27
2020-09-02,13,56
2020-09-02,14,88
2020-09-02,15,49
2020-09-02,16,31
2020-09-02,17,77
2020-09-02,18,49
2020-09-02,19,66
2020-09-02,20,49
2020-09-02,21,55
2020-09-02,22,42
2020-09-02,23,13
2020-09-03,4,77
2020-09-03,7,65
2020-09-03,8,40
2020-09-03,9,122
2020-09-03,10,84
2020-09-03,11,149
2020-09-03,12,129
2020-09-03,13,91
2020-09-03,14,93
2020-09-03,15,156
2020-09-03,16,189
2020-09-03,17,185
2020-09-03,18,130
2020-09-03,19,72
2020-09-03,20,107
2020-09-03,21,40
2020-09-03,22,49
2020-09-03,23,87
2020-09-04,0,22
2020-09-04,1,72
2020-09-04,2,84
2020-09-04,4,67
2020-09-04,7,113
2020-09-04,8,88
2020-09-04,9,41
2020-09-04,10,95
2020-09-04,11,103
2020-09-04,12,84
2020-09-04,13,165
2020-09-04,14,90
2020-09-04,15,90
2020-09-04,16,118
2020-09-04,17,200
2020-09-04,18,131
2020-09-04,19,72
2020-09-04,20,74
2020-09-04,21,78
2020-09-04,22,54
2020-09-04,23,15
2020-09-05,0,79
2020-09-05,1,85
2020-09-05,2,90
2020-09-05,4,57
2020-09-05,7,42
2020-09-05,8,52
2020-09-05,9,37
2020-09-05,10,72
2020-09-05,11,89
2020-09-05,12,114
2020-09-05,13,124
2020-09-05,14,159
2020-09-05,15,195
2020-09-05,16,67
2020-09-05,17,31
2020-09-05,18,110
2020-09-05,19,113
2020-09-05,20,88
2020-09-05,21,37
2020-09-05,23,17
2020-09-06,0,20
2020-09-06,1,3
2020-09-06,5,14
2020-09-06,8,45
2020-09-06,9,39
2020-09-06,10,41
2020-09-06,11,106
2020-09-06,12,142
2020-09-06,13,87
2020-09-06,14,99
2020-09-06,15,157
2020-09-06,16,127
2020-09-06,17,90
2020-09-06,18,25
2020-09-06,19,72
2020-09-07,0,102
2020-09-07,5,78
2020-09-07,7,101
2020-09-07,8,71
2020-09-07,9,103
2020-09-07,10,131
2020-09-07,11,84
2020-09-07,12,145
2020-09-07,13,97
2020-09-07,14,150
2020-09-07,15,63
2020-09-07,16,124
2020-09-07,17,199
2020-09-07,18,80
2020-09-07,19,108
2020-09-07,20,84
2020-09-07,21,21
2020-09-07,22,18
2020-09-07,23,61
2020-09-08,4,25
2020-09-08,5,59
2020-09-08,7,79
2020-09-08,8,87
2020-09-08,9,75
2020-09-08,10,104
2020-09-08,11,83
2020-09-08,12,69
2020-09-08,13,120
2020-09-08,14,139
2020-09-08,15,145
2020-09-08,16,96
2020-09-08,17,168
2020-09-08,18,83
2020-09-08,19,94
2020-09-08,20,41
2020-09-08,21,52
2020-09-08,23,90
2020-09-09,0,74
2020-09-09,2,4
2020-09-09,4,7
2020-09-09,5,21
2020-09-09,6,44
2020-09-09,7,38
2020-09-09,8,45
2020-09-09,9,125
2020-09-09,10,97
2020-09-09,11,121
2020-09-09,12,104
2020-09-09,13,126
2020-09-09,14,147
2020-09-09,15,90
2020-09-09,16,132
2020-09-09,17,87
2020-09-09,18,121
2020-09-09,19,79
2020-09-09,20,56
2020-09-09,21,94
2020-09-09,22,20
2020-09-09,23,64
2020-09-10,1,18
2020-09-10,4,18
2020-09-10,6,102
2020-09-10,7,113
2020-09-10,8,112
2020-09-10,9,57
2020-09-10,10,91
2020-09-10,11,48
2020-09-10,12,34
2020-09-10,13,113
2020-09-10,14,84
2020-09-10,15,106
2020-09-10,16,110
2020-09-10,17,109
2020-09-10,18,132
2020-09-10,19,63
2020-09-10,20,60
2020-09-10,21,46
2020-09-10,22,44
2020-09-11,0,55
2020-09-11,1,48
2020-09-11,2,47
2020-09-11,4,55
2020-09-11,7,116
2020-09-11,8,124
2020-09-11,9,107
2020-09-11,10,119
2020-09-11,11,107
2020-09-11,12,127
2020-09-11,13,102
2020-09-11,14,82
2020-09-11,15,109
2020-09-11,16,122
2020-09-11,17,147
2020-09-11,18,88
2020-09-11,19,99
2020-09-11,20,14
2020-09-11,21,74
2020-09-11,22,56
2020-09-11,23,16
2020-09-12,0,100
2020-09-12,1,23
2020-09-12,2,26
2020-09-12,7,72
2020-09-12,8,27
2020-09-12,9,92
2020-09-12,10,57
2020-09-12,11,46
2020-09-12,12,64
2020-09-12,13,126
2020-09-12,14,148
2020-09-12,15,221
2020-09-12,16,115
2020-09-12,17,112
2020-09-12,18,108
2020-09-12,19,34
2020-09-12,20,68
2020-09-12,21,34
2020-09-12,22,46
2020-09-12,23,83
2020-09-13,0,71
2020-09-13,1,31
2020-09-13,2,65
2020-09-13,8,21
2020-09-13,9,35
2020-09-13,10,45
2020-09-13,11,156
2020-09-13,12,124
2020-09-13,13,167
2020-09-13,14,181
2020-09-13,15,117
2020-09-13,16,191
2020-09-13,17,87
2020-09-13,18,43
2020-09-13,19,74
2020-09-13,20,31
2020-09-13,21,63
2020-09-13,22,35
2020-09-13,23,40
2020-09-14,0,7
2020-09-14,5,10
2020-09-14,7,15
2020-09-14,8,77
2020-09-14,9,68
2020-09-14,10,135
2020-09-14,11,105
2020-09-14,12,90
2020-09-14,13,189
2020-09-14,14,158
2020-09-14,15,112
2020-09-14,16,108
2020-09-14,17,95
2020-09-14,18,78
2020-09-14,19,33
2020-09-14,20,22
2020-09-14,21,77
2020-09-14,22,38
2020-09-14,23,24
2020-09-15,0,6
2020-09-15,1,28
2020-09-15,4,22
2020-09-15,5,43
2020-09-15,6,5
2020-09-15,7,34
2020-09-15,8,115
2020-09-15,9,84
2020-09-15,10,67
2020-09-15,11,144
2020-09-15,12,107
2020-09-15,13,173
2020-09-15,14,83
2020-09-15,15,50
2020-09-15,16,64
2020-09-15,17,132
2020-09-15,18,158
2020-09-15,19,27
2020-09-15,20,90
2020-09-15,21,57
2020-09-15,22,57
2020-09-15,23,31
2020-09-16,0,88
2020-09-16,1,72
2020-09-16,2,39
2020-09-16,4,64
2020-09-16,5,15
2020-09-16,6,17
2020-09-16,7,67
2020-09-16,8,140
2020-09-16,9,99
2020-09-16,10,76
2020-09-16,11,102
2020-09-16,12,98
2020-09-16,13,35
2020-09-16,14,50
2020-09-16,15,55
2020-09-16,16,88
2020-09-16,17,127
2020-09-16,18,30
2020-09-16,19,44
2020-09-16,20,45
2020-09-16,21,15
2020-09-16,22,22
2020-09-16,23,81
2020-09-17,0,22
2020-09-17,2,8
2020-09-17,5,77
2020-09-17,7,18
2020-09-17,8,116
2020-09-17,9,83
2020-09-17,10,81
2020-09-17,11,57
2020-09-17,12,80
2020-09-17,13,61
2020-09-17,14,46
2020-09-17,15,81
2020-09-17,16,115
2020-09-17,17,132
2020-09-17,18,109
2020-09-17,19,95
2020-09-17,20,23
2020-09-17,21,87
2020-09-17,22,95
2020-09-18,1,54
2020-09-18,2,13
2020-09-18,3,6
2020-09-18,4,75
2020-09-18,6,45
2020-09-18,7,97
2020-09-18,8,108
2020-09-18,9,77
2020-09-18,10,72
2020-09-18,11,140
2020-09-18,12,84
2020-09-18,13,63
2020-09-18,14,116
2020-09-18,15,136
2020-09-18,16,128
2020-09-18,17,139
2020-09-18,18,49
2020-09-18,19,82
2020-09-18,20,99
2020-09-18,21,16
2020-09-18,22,55
2020-09-18,23,4
2020-09-19,0,63
2020-09-19,1,60
2020-09-19,2,76
2020-09-19,5,78
2020-09-19,6,77
2020-09-19,7,18
2020-09-19,8,110
2020-09-19,9,58
2020-09-19,10,124
2020-09-19,11,84
2020-09-19,12,168
2020-09-19,13,203
2020-09-19,14,227
2020-09-19,15,193
2020-09-19,16,188
2020-09-19,17,116
2020-09-19,18,38
2020-09-19,19,34
2020-09-19,20,100
2020-09-19,21,57
2020-09-19,22,12
2020-09-20,0,24
2020-09-20,1,101
2020-09-20,8,44
2020-09-20,9,92
2020-09-20,10,111
2020-09-20,11,155
2020-09-20,12,161
2020-09-20,13,144
2020-09-20,14,189
2020-09-20,15,160
2020-09-20,16,133
2020-09-20,17,115
2020-09-20,18,27
2020-09-20,19,24
2020-09-20,20,79
2020-09-20,21,40
2020-09-20,22,104
2020-09-20,23,50
2020-09-21,4,4
2020-09-21,5,62
2020-09-21,6,73
2020-09-21,7,62
2020-09-21,8,120
2020-09-21,9,100
2020-09-21,10,40
2020-09-21,11,152
2020-09-21,12,77
2020-09-21,13,84
2020-09-21,14,117
2020-09-21,15,100
2020-09-21,16,57
2020-09-21,17,138
2020-09-21,18,61
2020-09-21,19,59
2020-09-21,20,36
2020-09-21,21,64
2020-09-21,22,13
2020-09-21,23,31
2020-09-22,2,99
2020-09-22,4,9
2020-09-22,5,26
2020-09-22,6,40
2020-09-22,7,41
2020-09-22,8,105
2020-09-22,9,121
2020-09-22,10,22
2020-09-22,11,50
2020-09-22,12,43
2020-09-22,13,36
2020-09-22,14,14
2020-09-22,15,26
2020-09-22,16,61
2020-09-22,17,41
2020-09-22,18,49
2020-09-22,19,102
2020-09-22,20,96
2020-09-22,21,50
2020-09-22,22,22
2020-09-22,23,54
2020-09-23,0,71
2020-09-23,2,38
2020-09-23,4,59
2020-09-23,5,37
2020-09-23,6,13
2020-09-23,7,125
2020-09-23,8,31
2020-09-23,9,40
2020-09-23,10,53
2020-09-23,11,32
2020-09-23,12,109
2020-09-23,13,120
2020-09-23,14,33
2020-09-23,15,68
2020-09-23,16,73
2020-09-23,17,159
2020-09-23,18,114
2020-09-23,19,119
2020-09-23,20,16
2020-09-23,21,43
2020-09-23,23,7
2020-09-24,0,81
2020-09-24,2,12
2020-09-24,4,56
2020-09-24,5,62
2020-09-24,6,29
2020-09-24,7,53
2020-09-24,8,78
2020-09-24,9,35
2020-09-24,10,90
2020-09-24,11,130
2020-09-24,12,34
2020-09-24,13,83
2020-09-24,14,83
2020-09-24,15,76
2020-09-24,16,158
2020-09-24,17,182
2020-09-24,18,95
2020-09-24,19,115
2020-09-24,20,52
2020-09-24,21,31
2020-09-24,22,14
2020-09-24,23,37
2020-09-25,0,45
2020-09-25,1,36
2020-09-25,2,27
2020-09-25,4,45
2020-09-25,6,38
2020-09-25,7,34
2020-09-25,8,120
2020-09-25,9,29
2020-09-25,10,93
2020-09-25,11,139
2020-09-25,12,79
2020-09-25,13,119
2020-09-25,14,168
2020-09-25,15,113
2020-09-25,16,207
2020-09-25,17,139
2020-09-25,18,85
2020-09-25,19,90
2020-09-25,20,67
2020-09-25,21,43
2020-09-25,22,39
2020-09-25,23,88
2020-09-26,0,48
2020-09-26,1,19
2020-09-26,4,90
2020-09-26,7,18
2020-09-26,8,100
2020-09-26,9,65
2020-09-26,10,175
2020-09-26,11,91
2020-09-26,12,171
2020-09-26,13,151
2020-09-26,14,296
2020-09-26,15,154
2020-09-26,16,230
2020-09-26,17,224
2020-09-26,18,167
2020-09-26,19,51
2020-09-26,20,48
2020-09-26,21,49
2020-09-26,22,18
2020-09-26,23,19
2020-09-27,0,41
2020-09-27,1,102
2020-09-27,2,48
2020-09-27,3,22
2020-09-27,5,64
2020-09-27,7,5
2020-09-27,8,73
2020-09-27,9,101
2020-09-27,10,183
2020-09-27,11,153
2020-09-27,12,179
2020-09-27,13,196
2020-09-27,14,283
2020-09-27,15,242
2020-09-27,16,206
2020-09-27,17,195
2020-09-27,18,114
2020-09-27,19,72
2020-09-27,20,30
2020-09-27,21,77
2020-09-27,22,46
2020-09-27,23,32
2020-09-28,0,85
2020-09-28,1,59
2020-09-28,2,48
2020-09-28,4,100
2020-09-28,5,69
2020-09-28,6,43
2020-09-28,7,61
2020-09-28,8,90
2020-09-28,9,51
2020-09-28,10,60
2020-09-28,11,43
2020-09-28,12,136
2020-09-28,13,66
2020-09-28,14,84
2020-09-28,15,106
2020-09-28,16,67
2020-09-28,17,78
2020-09-28,18,126
2020-09-28,19,75
2020-09-28,20,30
2020-09-28,21,46
2020-09-28,22,51
2020-09-28,23,100
2020-09-29,0,38
2020-09-29,4,63
2020-09-29,5,18
2020-09-29,6,7
2020-09-29,7,99
2020-09-29,8,50
2020-09-29,9,67
2020-09-29,10,14
2020-09-29,11,111
2020-09-29,12,99
2020-09-29,13,105
2020-09-29,14,113
2020-09-29,15,38
2020-09-29,16,125
2020-09-29,17,106
2020-09-29,18,101
2020-09-29,19,113
2020-09-29,20,42
2020-09-29,21,98
2020-09-29,22,60
2020-09-29,23,64
2020-09-30,0,37
2020-09-30,2,1
2020-09-30,4,73
2020-09-30,6,85
2020-09-30,7,72
2020-09-30,8,98
2020-09-30,9,79
2020-09-30,10,93
2020-09-30,11,27
2020-09-30,12,120
2020-09-30,13,78
2020-09-30,14,37
2020-09-30,15,46
2020-09-30,16,101
2020-09-30,17,42
2020-09-30,18,48
2020-09-30,19,103
2020-09-30,20,83
2020-09-30,21,18
2020-09-30,22,3
2020-09-30,23,18
2020-10-01,0,39
2020-10-01,2,21
2020-10-01,4,54
2020-10-01,5,40
2020-10-01,7,76
2020-10-01,8,105
2020-10-01,9,94
2020-10-01,10,58
2020-10-01,11,39
2020-10-01,12,92
2020-10-01,13,91
2020-10-01,14,12
2020-10-01,15,45
2020-10-01,16,45
2020-10-01,17,35
2020-10-01,18,25
2020-10-01,19,39
2020-10-01,20,90
2020-10-01,21,18
2020-10-01,22,13
2020-10-01,23,101
2020-10-02,0,40
2020-10-02,2,76
2020-10-02,4,74
2020-10-02,5,15
2020-10-02,6,91
2020-10-02,7,11
2020-10-02,8,90
2020-10-02,9,15
2020-10-02,10,47
2020-10-02,11,97
2020-10-02,12,127
2020-10-02,13,82
2020-10-02,14,74
2020-10-02,15,70
2020-10-02,16,30
2020-10-02,17,60
2020-10-02,18,46
2020-10-02,19,48
2020-10-02,20,69
2020-10-02,21,60
2020-10-02,22,60
2020-10-02,23,81
2020-10-03,0,83
2020-10-03,1,6
2020-10-03,2,55
2020-10-03,4,67
2020-10-03,7,42
2020-10-03,8,91
2020-10-03,9,42
2020-10-03,10,42
2020-10-03,11,128
2020-10-03,12,71
2020-10-03,13,146
2020-10-03,14,100
2020-10-03,15,152
2020-10-03,16,148
2020-10-03,17,67
2020-10-03,18,104
2020-10-03,19,17
2020-10-03,20,77
2020-10-03,21,25
2020-10-03,22,49
2020-10-03,23,97
2020-10-04,0,44
2020-10-04,1,62
2020-10-04,2,86
2020-10-04,7,77
2020-10-04,8,82
2020-10-04,9,49
2020-10-04,10,85
2020-10-04,11,103
2020-10-04,12,121
2020-10-04,13,69
2020-10-04,14,121
2020-10-04,15,152
2020-10-04,16,63
2020-10-04,17,133
2020-10-04,18,59
2020-10-04,19,86
2020-10-04,20,57
2020-10-04,21,69
2020-10-04,23,33
2020-10-05,0,99
2020-10-05,1,62
2020-10-05,5,33
2020-10-05,6,23
2020-10-05,7,57
2020-10-05,8,74
2020-10-05,9,107
2020-10-05,10,59
2020-10-05,11,108
2020-10-05,12,88
2020-10-05,13,52
2020-10-05,14,66
2020-10-05,15,79
2020-10-05,16,33
2020-10-05,17,112
2020-10-05,18,32
2020-10-05,19,90
2020-10-05,20,61
2020-10-05,21,98
2020-10-05,22,63
2020-10-06,2,63
2020-10-06,4,32
2020-10-06,6,75
2020-10-06,7,77
2020-10-06,8,74
2020-10-06,9,67
2020-10-06,10,106
2020-10-06,11,55
2020-10-06,12,128
2020-10-06,13,28
2020-10-06,14,81
2020-10-06,15,49
2020-10-06,16,93
2020-10-06,17,71
2020-10-06,18,113
2020-10-06,19,32
2020-10-06,20,47
2020-10-06,21,87
2020-10-06,22,12
2020-10-06,23,18
2020-10-07,0,68
2020-10-07,1,88
2020-10-07,2,33
2020-10-07,4,10
2020-10-07,5,71
2020-10-07,6,81
2020-10-07,7,77
2020-10-07,8,71
2020-10-07,9,100
2020-10-07,10,91
2020-10-07,11,43
2020-10-07,12,81
2020-10-07,13,87
2020-10-07,14,75
2020-10-07,15,55
2020-10-07,16,60
2020-10-07,17,65
2020-10-07,18,106
2020-10-07,19,35
2020-10-07,20,19
2020-10-07,21,70
2020-10-07,22,54
2020-10-08,1,9
2020-10-08,2,80
2020-10-08,4,14
2020-10-08,5,71
2020-10-08,6,48
2020-10-08,7,90
2020-10-08,8,17
2020-10-08,9,66
2020-10-08,10,56
2020-10-08,11,121
2020-10-08,12,109
2020-10-08,13,73
2020-10-08,14,123
2020-10-08,15,78
2020-10-08,16,91
2020-10-08,17,56
2020-10-08,18,28
2020-10-08,19,63
2020-10-08,20,9
2020-10-08,21,78
2020-10-08,22,10
2020-10-08,23,78
2020-10-09,0,57
2020-10-09,1,70
2020-10-09,2,65
2020-10-09,3,70
2020-10-09,4,72
2020-10-09,6,44
2020-10-09,7,94
2020-10-09,8,23
2020-10-09,9,58
2020-10-09,10,119
2020-10-09,11,55
2020-10-09,12,73
2020-10-09,13,77
2020-10-09,14,154
2020-10-09,15,170
2020-10-09,16,109
2020-10-09,17,121
2020-10-09,18,66
2020-10-09,19,57
2020-10-09,20,25
2020-10-09,21,85
2020-10-09,22,77
2020-10-09,23,48
2020-10-10,0,53
2020-10-10,1,102
2020-10-10,2,86
2020-10-10,3,81
2020-10-10,6,14
2020-10-10,7,87
2020-10-10,8,105
2020-10-10,9,44
2020-10-10,10,136
2020-10-10,11,152
2020-10-10,12,189
2020-10-10,13,225
2020-10-10,14,244
2020-10-10,15,196
2020-10-10,16,187
2020-10-10,17,100
2020-10-10,18,153
2020-10-10,19,98
2020-10-10,20,14
2020-10-10,21,43
2020-10-10,22,64
2020-10-11,0,59
2020-10-11,1,72
2020-10-11,2,13
2020-10-11,3,36
2020-10-11,5,47
2020-10-11,6,76
2020-10-11,7,44
2020-10-11,8,123
2020-10-11,9,117
2020-10-11,10,56
2020-10-11,11,170
2020-10-11,12,138
2020-10-11,13,156
2020-10-11,14,169
2020-10-11,15,147
2020-10-11,16,177
2020-10-11,17,138
2020-10-11,18,79
2020-10-11,19,23
2020-10-11,20,97
2020-10-11,21,71
2020-10-11,22,79
2020-10-11,23,94
2020-10-12,0,74
2020-10-12,2,35
2020-10-12,4,74
2020-10-12,5,9
2020-10-12,6,25
2020-10-12,7,89
2020-10-12,8,98
2020-10-12,9,79
2020-10-12,10,127
2020-10-12,11,130
2020-10-12,12,106
2020-10-12,13,151
2020-10-12,14,108
2020-10-12,15,118
2020-10-12,16,94
2020-10-12,17,41
2020-10-12,18,90
2020-10-12,19,19
2020-10-12,20,46
2020-10-12,21,109
2020-10-13,0,31
2020-10-13,3,72
2020-10-13,4,27
2020-10-13,6,15
2020-10-13,7,81
2020-10-13,8,24
2020-10-13,9,60
2020-10-13,10,114
2020-10-13,11,17
2020-10-13,12,109
2020-10-13,13,45
2020-10-13,14,109
2020-10-13,15,46
2020-10-13,16,127
2020-10-13,17,78
2020-10-13,18,85
2020-10-13,19,63
2020-10-13,20,79
2020-10-13,21,59
2020-10-13,22,37
2020-10-13,23,64
2020-10-14,0,6
2020-10-14,2,43
2020-10-14,4,83
2020-10-14,5,20
2020-10-14,6,58
2020-10-14,7,88
2020-10-14,8,22
2020-10-14,9,25
2020-10-14,10,103
2020-10-14,11,73
2020-10-14,12,53
2020-10-14,13,102
2020-10-14,14,62
2020-10-14,15,36
2020-10-14,16,94
2020-10-14,17,60
2020-10-14,18,124
2020-10-14,19,87
2020-10-14,20,79
2020-10-14,21,24
2020-10-14,22,50
2020-10-14,23,64
2020-10-15,0,43
2020-10-15,1,21
2020-10-15,2,41
2020-10-15,4,67
2020-10-15,6,61
2020-10-15,7,54
2020-10-15,8,36
2020-10-15,9,48
2020-10-15,10,33
2020-10-15,11,41
2020-10-15,12,83
2020-10-15,13,26
2020-10-15,14,101
2020-10-15,15,77
2020-10-15,16,84
2020-10-15,17,131
2020-10-15,18,83
2020-10-15,19,64
2020-10-15,20,48
2020-10-15,21,106
2020-10-15,22,48
2020-10-15,23,41
2020-10-16,0,2
2020-10-16,2,76
2020-10-16,4,44
2020-10-16,5,22
2020-10-16,6,2
2020-10-16,7,65
2020-10-16,8,72
2020-10-16,9,64
2020-10-16,10,27
2020-10-16,11,95
2020-10-16,12,65
2020-10-16,13,79
2020-10-16,14,129
2020-10-16,15,60
2020-10-16,16,79
2020-10-16,17,131
2020-10-16,18,134
2020-10-16,19,67
2020-10-16,20,27
2020-10-16,21,10
2020-10-16,22,63
2020-10-16,23,92
2020-10-17,0,25
2020-10-17,1,23
2020-10-17,2,68
2020-10-17,3,25
2020-10-17,4,41
2020-10-17,6,55
2020-10-17,7,34
2020-10-17,8,82
2020-10-17,9,50
2020-10-17,10,79
2020-10-17,11,135
2020-10-17,12,60
2020-10-17,13,191
2020-10-17,14,139
2020-10-17,15,105
2020-10-17,16,219
2020-10-17,17,85
2020-10-17,18,71
2020-10-17,19,122
2020-10-17,20,66
2020-10-17,21,106
2020-10-17,22,103
2020-10-17,23,71
2020-10-18,0,104
2020-10-18,1,31
2020-10-18,2,37
2020-10-18,4,14
2020-10-18,5,15
2020-10-18,7,86
2020-10-18,8,29
2020-10-18,9,74
2020-10-18,10,134
2020-10-18,11,96
2020-10-18,12,81
2020-10-18,13,86
2020-10-18,14,94
2020-10-18,15,58
2020-10-18,16,79
2020-10-18,17,119
2020-10-18,18,82
2020-10-18,19,34
2020-10-18,20,105
2020-10-18,21,60
2020-10-18,22,79
2020-10-18,23,14
2020-10-19,0,103
2020-10-19,1,27
2020-10-19,2,53
2020-10-19,4,13
2020-10-19,6,77
2020-10-19,7,49
2020-10-19,8,49
2020-10-19,9,99
2020-10-19,10,107
2020-10-19,11,107
2020-10-19,12,61
2020-10-19,13,55
2020-10-19,14,104
2020-10-19,15,130
2020-10-19,16,114
2020-10-19,17,102
2020-10-19,18,124
2020-10-19,19,31
2020-10-19,20,17
2020-10-19,21,61
2020-10-19,22,39
2020-10-19,23,51
2020-10-20,0,36
2020-10-20,2,100
2020-10-20,4,64
2020-10-20,6,35
2020-10-20,7,70
2020-10-20,8,35
2020-10-20,9,111
2020-10-20,10,55
2020-10-20,11,112
2020-10-20,12,96
2020-10-20,13,17
2020-10-20,14,66
2020-10-20,15,98
2020-10-20,16,19
2020-10-20,17,22
2020-10-20,18,54
2020-10-20,19,64
2020-10-20,20,19
2020-10-20,21,99
2020-10-21,2,40
2020-10-21,5,2
2020-10-21,7,37
2020-10-21,8,12
2020-10-21,9,85
2020-10-21,10,69
2020-10-21,11,24
2020-10-21,12,108
2020-10-21,13,48
2020-10-21,14,88
2020-10-21,15,115
2020-10-21,16,83
2020-10-21,17,43
2020-10-21,18,51
2020-10-21,19,40
2020-10-21,20,89
2020-10-21,21,34
2020-10-21,22,59
2020-10-22,0,75
2020-10-22,2,15
2020-10-22,4,38
2020-10-22,6,58
2020-10-22,7,89
2020-10-22,8,33
2020-10-22,9,33
2020-10-22,10,30
2020-10-22,11,18
2020-10-22,12,103
2020-10-22,13,114
2020-10-22,14,70
2020-10-22,15,108
2020-10-22,16,119
2020-10-22,17,70
2020-10-22,18,103
2020-10-22,19,36
2020-10-22,20,31
2020-10-22,21,33
2020-10-22,22,41
2020-10-22,23,88
2020-10-23,0,56
2020-10-23,1,71
2020-10-23,2,46
2020-10-23,3,9
2020-10-23,4,10
2020-10-23,6,87
2020-10-23,7,57
2020-10-23,8,29
2020-10-23,9,94
2020-10-23,10,76
2020-10-23,11,100
2020-10-23,12,135
2020-10-23,13,139
2020-10-23,14,66
2020-10-23,15,73
2020-10-23,16,118
2020-10-23,17,109
2020-10-23,18,106
2020-10-23,19,16
2020-10-23,20,85
2020-10-23,21,69
2020-10-23,22,67
2020-10-23,23,53
2020-10-24,0,27
2020-10-24,1,37
2020-10-24,2,50
2020-10-24,4,79
2020-10-24,7,19
2020-10-24,8,110
2020-10-24,9,57
2020-10-24,10,94
2020-10-24,11,151
2020-10-24,12,192
2020-10-24,13,158
2020-10-24,14,127
2020-10-24,15,232
2020-10-24,16,173
2020-10-24,17,163
2020-10-24,18,80
2020-10-24,19,32
2020-10-24,20,98
2020-10-24,21,108
2020-10-24,22,15
2020-10-24,23,60
2020-10-25,0,54
2020-10-25,1,68
2020-10-25,2,42
2020-10-25,4,78
2020-10-25,6,2
2020-10-25,7,46
2020-10-25,8,82
2020-10-25,9,27
2020-10-25,10,77
2020-10-25,11,128
2020-10-25,12,130
2020-10-25,13,88
2020-10-25,14,153
2020-10-25,15,104
2020-10-25,16,126
2020-10-25,17,114
2020-10-25,18,70
2020-10-25,19,45
2020-10-25,20,47
2020-10-25,21,39
2020-10-25,22,45
2020-10-26,0,91
2020-10-26,4,82
2020-10-26,6,22
2020-10-26,7,38
2020-10-26,8,60
2020-10-26,9,116
2020-10-26,10,59
2020-10-26,11,70
2020-10-26,12,36
2020-10-26,13,113
2020-10-26,14,112
2020-10-26,15,65
2020-10-26,16,54
2020-10-26,17,106
2020-10-26,18,109
2020-10-26,19,115
2020-10-26,20,49
2020-10-26,21,51
2020-10-26,22,81
2020-10-26,23,90
2020-10-27,0,98
2020-10-27,1,67
2020-10-27,2,83
2020-10-27,4,61
2020-10-27,6,30
2020-10-27,7,72
2020-10-27,8,25
2020-10-27,9,62
