Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2021-02-10 23:00:00,-8.8,66,-17.1,2.34,4.25,310,319,4.1,0.0348
2021-02-11 00:00:00,-8.8,65,-17.5,2.48,4.3,320,324,4.1,0.0323
2021-02-11 01:00:00,-8.8,63,-17.9,2.64,4.4,335,339,4.5,0.0299
2021-02-11 02:00:00,-8.4,60,-18.6,2.62,3.81,353,355,5.1,0.0275
2021-02-11 03:00:00,-8.6,56,-19.9,2.7,3.7,358,358,5.1,0.0251
2021-02-11 04:00:00,-9,54,-21.4,2.91,3.91,356,356,5.4,0.0227
2021-02-11 05:00:00,-9.7,52,-22.4,2.84,3.85,350,351,5.4,0.0263
2021-02-11 06:00:00,-12.7,57,-23.6,2.66,3.51,340,340,5.5,0.036
2021-02-11 07:00:00,-13.2,57,-24.2,2.82,3.77,337,338,5.4,0.0456
2021-02-11 08:00:00,-13.1,55,-24.7,2.88,3.77,326,328,5.7,0.0552
2021-02-11 09:00:00,-12.5,53,-25,2.97,3.68,312,313,6.2,0.0649
2021-02-11 10:00:00,-11.1,49,-25,3.14,4,307,307,7,0.0745
2021-02-11 11:00:00,-9.2,44,-25.1,3.47,4.27,303,303,7.7,0.0842
2021-02-11 12:00:00,-7.4,39,-25.7,3.67,4.61,299,300,8.4,0.0876
2021-02-11 13:00:00,-6.2,37,-25.9,3.8,4.79,297,296,8.5,0.0849
2021-02-11 14:00:00,-5.2,36,-25.2,4.22,5.33,301,300,9.1,0.0822
2021-02-11 15:00:00,-4.8,37,-24.7,4.27,5.52,303,302,9.2,0.0795
2021-02-11 16:00:00,-5.3,37,-24.7,4.22,5.42,301,300,9,0.0768
2021-02-11 17:00:00,-5.9,39,-24.5,4.13,5.39,302,301,8.5,0.0741
2021-02-11 18:00:00,-10.9,49,-24.8,4.92,6.78,308,307,7.9,0.0707
2021-02-11 19:00:00,-11.3,48,-25.5,4.78,6.56,307,308,8.9,0.0666
2021-02-11 20:00:00,-11.9,48,-26,5.02,6.96,305,305,9,0.0625
2021-02-11 21:00:00,-12.8,50,-26.1,4.29,6.4,298,299,9.1,0.0584
2021-02-11 22:00:00,-13.7,52,-26.1,3.49,5.64,294,295,7.6,0.0542
2021-02-11 23:00:00,-13.9,52,-26.5,3.13,5.13,287,291,6,0.0501
2021-02-12 00:00:00,-14,52,-26.7,2.94,5.04,280,284,5.2,0.046
2021-02-12 01:00:00,-13.8,50,-26.9,3.06,5.36,281,284,5,0.0419
2021-02-12 02:00:00,-13.7,48,-27.8,3.18,5.63,283,287,5.4,0.0378
2021-02-12 03:00:00,-13.8,46,-28.7,3.32,5.73,277,282,5.5,0.0337
2021-02-12 04:00:00,-14,44,-29.6,3.21,5.61,275,281,5.6,0.0296
2021-02-12 05:00:00,-14.2,43,-30.4,2.8,5.14,270,277,5.4,0.0316
2021-02-12 06:00:00,-16.4,49,-29.9,2.81,5.81,266,273,4.7,0.0399
2021-02-12 07:00:00,-16.5,49,-29.9,3.7,6.51,268,273,6.1,0.0481
2021-02-12 08:00:00,-16.3,50,-29.6,3.9,6.64,271,276,6.5,0.0564
2021-02-12 09:00:00,-13.9,46,-28.7,4,5.61,271,274,7.3,0.0646
2021-02-12 10:00:00,-11.3,45,-26.8,5.04,6.65,277,277,10,0.0729
2021-02-12 11:00:00,-8.9,38,-27.8,4.8,6.21,272,273,10.1,0.0811
2021-02-12 12:00:00,-6.8,33,-28.4,4.57,5.79,260,260,9.8,0.0801
2021-02-12 13:00:00,-5,32,-27.3,4.65,6.07,261,261,9.9,0.0698
2021-02-12 14:00:00,-3.5,32,-26,4.63,5.93,264,264,9.9,0.0595
2021-02-12 15:00:00,-2.7,31,-25.9,4.4,5.7,270,269,9.7,0.0492
2021-02-12 16:00:00,-2.5,31,-26,4.2,5.5,273,272,9.2,0.0389
2021-02-12 17:00:00,-3.1,32,-25.9,3.88,5.2,282,281,8.5,0.0286
2021-02-12 18:00:00,-9,47,-23.7,2.72,4.68,287,286,7.3,0.0224
2021-02-12 19:00:00,-9.4,51,-22.8,1.8,3.83,289,290,4.8,0.0203
2021-02-12 20:00:00,-10.3,55,-21.9,1.14,3.09,285,295,3.1,0.0182
2021-02-12 21:00:00,-10.3,57,-21.3,1.4,3.16,266,288,2.3,0.016
2021-02-12 22:00:00,-10,57,-21.2,2.31,4.41,265,283,3.7,0.0139
2021-02-12 23:00:00,-10,57,-21.2,2.85,5.08,288,302,4.8,0.0118
2021-02-13 00:00:00,-10.9,59,-21.5,2.36,4.39,306,317,4.8,0.0096
2021-02-13 01:00:00,-12.1,61,-21.6,2.16,4.11,304,319,4,0.0075
2021-02-13 02:00:00,-12.8,62,-22.1,2.33,4.25,295,311,3.8,0.0053
2021-02-13 03:00:00,-13.4,61,-22.9,2.72,4.74,287,305,4.4,0.0032
2021-02-13 04:00:00,-13.7,59,-24,3.1,5.41,285,298,5,0.0011
2021-02-13 05:00:00,-14.1,58,-24.6,3.2,5.68,284,296,5.4,0.0028
2021-02-13 06:00:00,-15.7,63,-24.6,3.44,6.57,296,303,5.4,0.0084
2021-02-13 07:00:00,-16.5,63,-25.2,3.89,6.5,299,307,6.6,0.014
2021-02-13 08:00:00,-17,63,-26,4.05,6.25,303,310,6.6,0.0196
2021-02-13 09:00:00,-15.6,56,-26.6,4.17,5.73,314,314,7.9,0.0252
2021-02-13 10:00:00,-13.4,50,-26.9,4.47,5.83,320,321,8.8,0.0308
2021-02-13 11:00:00,-11.9,45,-27.3,4.53,5.8,317,316,9.4,0.0364
2021-02-13 12:00:00,-10.6,42,-27.5,4.46,5.66,316,316,9.7,0.0393
2021-02-13 13:00:00,-9.5,39,-27.8,4.46,5.59,316,316,9.7,0.0394
2021-02-13 14:00:00,-8.9,37,-27.9,4.66,5.94,325,324,9.9,0.0395
2021-02-13 15:00:00,-8.8,37,-28.1,4.74,6.05,325,326,10.1,0.0395
2021-02-13 16:00:00,-9.3,38,-28.2,4.58,5.88,328,328,9.8,0.0396
2021-02-13 17:00:00,-10.3,39,-28.3,4.47,5.95,333,333,9.2,0.0397
2021-02-13 18:00:00,-17.6,49,-30.9,4.52,6.22,332,332,8.5,0.0379
2021-02-13 19:00:00,-18.3,50,-31.2,4.34,6.08,331,333,7.9,0.0343
2021-02-13 20:00:00,-19,52,-31.4,4.53,6.36,329,330,8.1,0.0307
2021-02-13 21:00:00,-19.3,52,-31.5,4.85,6.91,328,329,8.5,0.0271
2021-02-13 22:00:00,-19.5,52,-31.7,4.94,7.17,328,330,9,0.0235
2021-02-13 23:00:00,-19.7,52,-31.8,5.25,7.79,329,331,9.2,0.0199
2021-02-14 00:00:00,-19.7,55,-31.1,4.52,7.05,325,328,9.3,0.0163
2021-02-14 01:00:00,-19.8,56,-30.7,4.33,6.74,326,328,8.1,0.0126
2021-02-14 02:00:00,-19.9,56,-30.7,4,6.3,323,327,7.5,0.009
2021-02-14 03:00:00,-20,56,-30.9,3.64,5.83,323,329,6.7,0.0054
2021-02-14 04:00:00,-20,56,-30.9,3.56,5.58,322,327,6.4,0.0018
2021-02-14 05:00:00,-19.9,56,-30.7,3.26,5.12,313,321,5.9,0
2021-02-14 06:00:00,-22.2,63,-30.7,2.75,6.01,303,316,5.4,0
2021-02-14 07:00:00,-22.2,63,-30.7,3.54,6.18,299,309,5.9,0
2021-02-14 08:00:00,-21.6,61,-30.8,3.67,6.08,296,306,6,0
2021-02-14 09:00:00,-18.8,53,-30.7,3.67,5.06,296,300,7.1,0
2021-02-14 10:00:00,-15.6,46,-30.3,3.71,4.75,297,300,7.9,0
2021-02-14 11:00:00,-12.7,40,-30.3,3.31,4.17,299,300,7.9,0
2021-02-14 12:00:00,-10,35,-30.1,3.05,3.81,293,293,7.7,0
2021-02-14 13:00:00,-7.5,32,-29.7,3.01,3.73,291,290,7.5,0
2021-02-14 14:00:00,-5.6,30,-29,3.1,3.83,291,290,7.6,0
2021-02-14 15:00:00,-4.3,29,-28.4,2.88,3.64,290,291,7.5,0
2021-02-14 16:00:00,-3.9,30,-27.8,2.73,3.4,294,294,7,0
2021-02-14 17:00:00,-4.4,31,-27.6,2.51,3.22,299,300,6.3,0
2021-02-14 18:00:00,-7.5,38,-26.3,1.36,1.56,324,315,5.1,0.0008
2021-02-14 19:00:00,-8.1,40,-26.2,0.57,0.85,315,315,1.6,0.0025
2021-02-14 20:00:00,-8.7,41,-26.1,0.4,0.3,180,180,0.8,0.0041
2021-02-14 21:00:00,-11,48,-25.4,1.3,1.24,184,166,1.6,0.0057
2021-02-14 22:00:00,-12.2,52,-24.9,1.63,2.41,191,185,2.4,0.0074
2021-02-14 23:00:00,-12,52,-24.7,1.52,3.68,203,202,2.4,0.009
2021-02-15 00:00:00,-11.7,51,-24.8,2.11,4.83,211,207,3.3,0.0106
2021-02-15 01:00:00,-11.6,50,-25.1,2.33,5.17,223,221,3.8,0.0123
2021-02-15 02:00:00,-11.8,50,-25.4,2.34,4.97,230,230,3.8,0.0139
2021-02-15 03:00:00,-11.9,50,-25.5,2.77,5.48,229,232,4.4,0.0155
2021-02-15 04:00:00,-11.9,50,-25.5,2.8,5.63,235,237,4.6,0.0172
2021-02-15 05:00:00,-12,50,-25.5,2.56,5.22,231,234,4.6,0.0167
2021-02-15 06:00:00,-15.6,68,-23.2,1.97,4.13,240,238,4.2,0.0141
2021-02-15 07:00:00,-15.8,70,-22.8,2.33,3.86,227,217,3.7,0.0116
2021-02-15 08:00:00,-15.1,67,-22.7,2.72,4.83,216,204,4.1,0.009
2021-02-15 09:00:00,-10,52,-22.8,2.69,5.19,195,196,5.3,0.0064
2021-02-15 10:00:00,-5.7,43,-22.5,3.01,4.12,184,186,6.5,0.0039
2021-02-15 11:00:00,-2.7,38,-22,3.13,3.91,173,176,7.2,0.0013
2021-02-15 12:00:00,-0.2,35,-21.6,3.42,4.32,165,167,7.8,0.0077
2021-02-15 13:00:00,1.5,33,-21.2,4.24,5.34,165,167,9.1,0.0231
2021-02-15 14:00:00,2.7,31,-21.1,4.37,5.58,164,165,9.2,0.0385
2021-02-15 15:00:00,3.2,31,-20.7,4.65,5.98,161,162,9.5,0.054
2021-02-15 16:00:00,2.8,32,-20.5,4.61,6.09,156,157,9.4,0.0694
2021-02-15 17:00:00,1.5,35,-20.1,4.34,5.91,154,156,9.1,0.0848
2021-02-15 18:00:00,-5.3,54,-17.7,3.12,5.66,140,144,7.9,0.0924
2021-02-15 19:00:00,-6.4,57,-17.7,3.32,6.11,136,140,5.4,0.0923
2021-02-15 20:00:00,-7.1,58,-18,3.84,6.88,141,144,6.3,0.0922
2021-02-15 21:00:00,-7.7,59,-18.2,4.27,7.7,147,150,7.1,0.0921
2021-02-15 22:00:00,-8,60,-18.2,4.43,7.87,152,154,7.5,0.092
2021-02-15 23:00:00,-8.4,61,-18.4,4.25,7.61,150,155,7.5,0.0919
2021-02-16 00:00:00,-8.9,61,-18.6,3.91,7.24,148,154,7.1,0.0918
2021-02-16 01:00:00,-9.3,62,-18.8,3.86,7.02,149,154,6.6,0.0916
2021-02-16 02:00:00,-9.5,62,-18.9,3.69,6.71,147,153,6.4,0.0915
2021-02-16 03:00:00,-9.5,62,-19,3.8,6.54,145,151,6.2,0.0914
2021-02-16 04:00:00,-9.8,63,-19,3.8,6.45,145,150,6.3,0.0913
2021-02-16 05:00:00,-10.3,64,-19.2,3.78,6.64,143,149,6.3,0.0901
2021-02-16 06:00:00,-12.5,66,-20.8,4.06,7.19,142,148,6.5,0.0878
2021-02-16 07:00:00,-13.6,68,-21.3,4.06,7.32,142,148,6.9,0.0854
2021-02-16 08:00:00,-13.4,66,-21.5,4.08,6.86,144,149,6.9,0.0831
2021-02-16 09:00:00,-11.1,59,-21.4,4.14,5.85,143,147,7.7,0.0808
2021-02-16 10:00:00,-7.8,51,-21.2,4.36,5.69,143,146,8.7,0.0785
2021-02-16 11:00:00,-4.4,43,-21.5,4.44,5.82,144,145,9.3,0.0762
2021-02-16 12:00:00,-1.1,36,-21.8,4.72,6.1,144,145,9.8,0.079
2021-02-16 13:00:00,1.2,32,-21.9,5,6.46,143,145,10.3,0.0869
2021-02-16 14:00:00,3.3,29,-21.6,5.2,6.72,142,143,10.5,0.0949
2021-02-16 15:00:00,4.5,28,-21.4,5.08,6.55,144,146,10.5,0.1029
2021-02-16 16:00:00,4.9,28,-21.1,4.84,6.36,142,143,10.1,0.1108
2021-02-16 17:00:00,4.4,29,-20.7,4.61,6.33,139,141,9.4,0.1188
2021-02-16 18:00:00,-1.3,46,-17.1,3.75,6.65,134,136,8.4,0.1173
2021-02-16 19:00:00,-2.3,49,-17,3.54,6.4,137,141,6.5,0.1064
2021-02-16 20:00:00,-2.8,50,-16.9,3.34,6.05,141,146,6.1,0.0954
2021-02-16 21:00:00,-2.5,49,-16.9,3.2,5.41,141,146,6,0.0845
2021-02-16 22:00:00,-1.8,49,-16.3,3.19,4.94,139,144,5.8,0.0736
2021-02-16 23:00:00,-1.4,51,-15.2,3.26,4.66,140,145,6,0.0626
2021-02-17 00:00:00,-1,53,-14.2,3.02,4.34,146,151,5.9,0.0517
2021-02-17 01:00:00,-0.7,55,-13,3.19,4.52,148,152,5.8,0.0408
2021-02-17 02:00:00,-0.1,57,-11.8,3.36,4.83,150,153,6.2,0.0298
2021-02-17 03:00:00,0.1,58,-11.1,3.38,4.71,161,163,6.2,0.0189
2021-02-17 04:00:00,-0.3,61,-10.6,2.72,3.91,163,167,6.1,0.008
2021-02-17 05:00:00,-1,64,-10.2,2.44,3.59,161,167,4.8,0.0023
2021-02-17 06:00:00,-0.8,70,-8.1,1.92,2.86,152,155,4.1,0.002
2021-02-17 07:00:00,-1.1,71,-8.1,1.84,2.55,151,154,3.5,0.0016
2021-02-17 08:00:00,-0.9,70,-8.4,1.53,1.84,148,151,3.3,0.0013
2021-02-17 09:00:00,0.1,65,-8.9,1.49,1.84,138,139,4.1,0.0009
2021-02-17 10:00:00,1.3,60,-9.4,1.2,1.49,138,138,4.3,0.0005
2021-02-17 11:00:00,3.1,54,-9.7,1.06,1.35,131,132,4.6,0.0002
2021-02-17 12:00:00,5.3,49,-9.6,0.72,0.78,124,130,4.7,0
2021-02-17 13:00:00,7.2,46,-9.2,0.8,0.9,90,90,4.7,0
2021-02-17 14:00:00,8.6,44,-8.9,0.9,1,90,90,4.8,0
2021-02-17 15:00:00,9.6,43,-8.6,0.6,0.6,90,90,4.7,0
2021-02-17 16:00:00,10,42,-8.3,0.36,0.41,34,14,4.1,0
2021-02-17 17:00:00,9.9,43,-8.2,0.71,0.91,8,354,3.4,0
2021-02-17 18:00:00,4.3,61,-6.2,1.58,1.7,18,3,2.8,0.0063
2021-02-17 19:00:00,3.6,65,-5.7,1.53,1.53,58,32,2,0.0188
2021-02-17 20:00:00,4,63,-5.7,1.17,0.98,121,66,1.9,0.0312
2021-02-17 21:00:00,1.5,70,-6,1.43,0.94,168,122,1.8,0.0437
2021-02-17 22:00:00,1.3,70,-6.1,1.08,1.32,202,189,2,0.0562
2021-02-17 23:00:00,2.9,65,-6.2,1.8,2.2,214,231,2.8,0.0688
2021-02-18 00:00:00,3,65,-6.1,2.33,3.26,227,243,3.6,0.0813
2021-02-18 01:00:00,2.8,67,-5.5,2.64,4.46,241,254,4.2,0.0938
2021-02-18 02:00:00,3.1,68,-5,2.95,5.38,246,260,4.8,0.1063
2021-02-18 03:00:00,3.2,70,-4.4,3.23,6.01,254,266,5.1,0.1188
2021-02-18 04:00:00,2.9,72,-4.1,3.69,7.01,257,268,5.9,0.1312
2021-02-18 05:00:00,3.1,73,-3.6,3.92,7.5,264,271,6.4,0.1355
2021-02-18 06:00:00,5.9,76,0,4.01,7.58,274,278,6.8,0.1316
2021-02-18 07:00:00,5.7,78,0.4,4.43,7.97,288,294,7.5,0.1277
2021-02-18 08:00:00,4.8,81,0.2,4.39,7.74,300,306,7.4,0.1238
2021-02-18 09:00:00,6.5,75,0.3,4.52,6.84,305,308,8,0.1198
2021-02-18 10:00:00,8.6,64,-1.2,4.7,6.25,308,310,9.1,0.1159
2021-02-18 11:00:00,10.7,55,-2.2,4.66,6.08,305,306,9.5,0.112
2021-02-18 12:00:00,12.6,51,-2.2,4.61,5.92,300,300,9.7,0.1071
2021-02-18 13:00:00,14.3,48,-1.7,4.47,5.68,297,296,9.6,0.1013
2021-02-18 14:00:00,15.4,48,-0.8,4.75,6.09,292,293,9.7,0.0954
2021-02-18 15:00:00,15.8,48,-0.3,5.07,6.59,292,292,10.1,0.0896
2021-02-18 16:00:00,15.7,50,0.4,4.79,6.26,293,295,10,0.0838
2021-02-18 17:00:00,15.4,52,1,4.48,6.13,294,294,9.2,0.0779
2021-02-18 18:00:00,11.8,60,0.7,3.28,5.71,301,303,8.1,0.0726
2021-02-18 19:00:00,10.8,64,1,2.55,5.22,296,302,5.6,0.0678
2021-02-18 20:00:00,8.9,70,1,2.45,5.42,282,293,4.3,0.0631
2021-02-18 21:00:00,7.1,75,0.9,2.32,5.39,277,292,4.1,0.0583
2021-02-18 22:00:00,6.2,77,0.4,2.5,5.44,272,290,4.1,0.0535
2021-02-18 23:00:00,6,76,0.1,2.91,6.17,274,290,4.7,0.0488
2021-02-19 00:00:00,5.9,75,-0.2,2.92,6.37,276,292,4.9,0.044
2021-02-19 01:00:00,5.5,76,-0.6,2.51,5.25,265,288,4.8,0.0392
2021-02-19 02:00:00,4.6,77,-1,2.53,4.43,252,276,4.2,0.0344
2021-02-19 03:00:00,4.1,78,-1.3,2.6,4,247,267,4.3,0.0297
2021-02-19 04:00:00,4.2,78,-1.1,3.36,5.22,240,250,5.3,0.0249
2021-02-19 05:00:00,5.2,76,-0.8,3.36,5.95,240,245,5.6,0.0211
2021-02-19 06:00:00,4.7,79,-0.4,2.42,5.28,246,245,6.1,0.0182
2021-02-19 07:00:00,3.5,80,-1.2,2.92,5.7,248,248,4.8,0.0154
2021-02-19 08:00:00,3.8,81,-0.8,3.13,5.49,253,260,5,0.0125
2021-02-19 09:00:00,8.2,69,0.1,2.82,4.83,264,276,5.6,0.0096
2021-02-19 10:00:00,13.3,57,1,1.53,2.16,281,283,5.5,0.0068
2021-02-19 11:00:00,17.4,50,2.1,0.9,1.2,270,275,4.6,0.0039
2021-02-19 12:00:00,21.1,46,3.5,1.75,2.21,246,252,5.4,0.0041
2021-02-19 13:00:00,24.1,42,4.5,2.57,3.18,257,257,6.6,0.0072
2021-02-19 14:00:00,25.8,40,4.6,2.89,3.59,256,257,7,0.0103
2021-02-19 15:00:00,26.9,38,4.4,2.6,3.2,247,250,6.9,0.0134
2021-02-19 16:00:00,27.1,36,3.8,1.84,2.28,225,232,6.3,0.0166
2021-02-19 17:00:00,26.2,37,3.7,2.38,3.16,195,198,4.7,0.0197
2021-02-19 18:00:00,17.4,57,4.7,2.94,4.56,190,195,4.2,0.0413
2021-02-19 19:00:00,17.4,57,4.6,2.72,6.14,186,187,4.2,0.0815
2021-02-19 20:00:00,16.8,58,4.6,3.67,7.98,191,195,5.7,0.1217
2021-02-19 21:00:00,16.9,58,4.8,4.49,9.27,197,200,7.3,0.1619
2021-02-19 22:00:00,16.5,58,4.4,4.81,9.68,197,200,7.9,0.2021
2021-02-19 23:00:00,15.9,58,3.8,5.09,10.05,200,202,8.5,0.2423
2021-02-20 00:00:00,15.6,58,3.3,5.39,10.39,202,204,8.9,0.2824
2021-02-20 01:00:00,15.7,60,4.2,5.69,10.78,204,206,9.6,0.3226
2021-02-20 02:00:00,16,65,6.3,5.86,10.78,205,208,9.9,0.3628
2021-02-20 03:00:00,16,70,8,5.63,10.35,200,203,9.8,0.403
2021-02-20 04:00:00,16,74,9.2,5.76,10.35,200,203,9.7,0.4432
2021-02-20 05:00:00,15.6,78,10,5.65,10.33,203,207,9.7,0.4418
2021-02-20 06:00:00,15.7,81,11,5.46,10.19,206,211,9.6,0.3989
2021-02-20 07:00:00,14.7,82,10.2,5.19,9.99,208,213,9.2,0.3559
2021-02-20 08:00:00,14.8,82,10.3,4.88,9.26,208,213,8.8,0.313
2021-02-20 09:00:00,18.7,71,10.9,5.2,8.96,210,215,8.8,0.2701
2021-02-20 10:00:00,24.5,59,12.2,4.96,7.48,214,218,9.4,0.2271
2021-02-20 11:00:00,30,50,13.5,5.02,6.78,215,217,9.8,0.1842
2021-02-20 12:00:00,34.3,44,14.7,5.34,7.17,218,220,10.3,0.1492
2021-02-20 13:00:00,37.8,40,15.7,5.09,6.72,223,224,10.5,0.1221
2021-02-20 14:00:00,39.5,38,16.2,3.96,5.23,225,227,9.9,0.0949
2021-02-20 15:00:00,42.3,34,16.1,3.33,4.32,221,222,8,0.0678
2021-02-20 16:00:00,42.9,33,15.8,2.64,3.42,217,218,6.8,0.0407
2021-02-20 17:00:00,37.9,40,16,1.8,3.49,180,193,5.2,0.0136
2021-02-20 18:00:00,31.8,60,19.4,2.72,5.53,174,186,5.1,0.01
2021-02-20 19:00:00,29,67,19.5,2.65,5.35,191,201,4.7,0.0301
2021-02-20 20:00:00,28,69,19.2,3.26,6.65,191,196,5.5,0.0502
2021-02-20 21:00:00,25.9,75,19,2.75,6.26,199,200,5.5,0.0702
2021-02-20 22:00:00,24.4,80,19,2.28,5.3,218,212,4.5,0.0903
2021-02-20 23:00:00,24.6,79,19,3.4,7.02,208,206,5.4,0.1104
2021-02-21 00:00:00,24.7,79,19,3.36,7.27,217,214,6,0.1304
2021-02-21 01:00:00,24.4,81,19.5,3.68,7.65,223,222,6.1,0.1505
2021-02-21 02:00:00,25,84,20.8,4,7.92,233,233,6.5,0.1706
2021-02-21 03:00:00,24.8,87,21.5,4.05,8.07,250,250,6.9,0.1906
2021-02-21 04:00:00,24.1,87,20.8,3.71,7.31,243,251,6.8,0.2107
2021-02-21 05:00:00,23.5,88,20.5,3.72,7.28,239,249,6.3,0.2074
2021-02-21 06:00:00,21.3,88,18.4,4.18,7.75,253,259,7.5,0.1807
2021-02-21 07:00:00,20.8,84,16.6,4.4,8.25,269,284,7.4,0.154
2021-02-21 08:00:00,21.8,76,15.4,4.12,7.74,276,295,7.3,0.1273
2021-02-21 09:00:00,26.9,63,15.9,4.74,7.82,277,291,7.9,0.1005
2021-02-21 10:00:00,32.7,52,16.9,3.82,6.18,276,284,7.9,0.0738
2021-02-21 11:00:00,36.7,45,17.5,3.81,5.12,273,276,8,0.0471
2021-02-21 12:00:00,39.9,40,17.8,4,5.1,270,271,8.2,0.0425
2021-02-21 13:00:00,42.2,36,17,4.42,5.73,275,276,8.9,0.0599
2021-02-21 14:00:00,42.8,32,15.1,4.91,6.42,274,274,9.7,0.0773
2021-02-21 15:00:00,42.6,32,14.7,5.62,7.43,275,275,10.4,0.0947
2021-02-21 16:00:00,41.8,34,15.3,5.66,7.89,278,279,10.7,0.1121
2021-02-21 17:00:00,39.4,38,16,4.32,7.26,275,277,10.2,0.1295
2021-02-21 18:00:00,30.2,56,16.3,2.89,5.2,256,271,7.3,0.1548
2021-02-21 19:00:00,30.6,55,16.3,2.91,6.4,243,260,4.7,0.1879
2021-02-21 20:00:00,30.5,54,15.7,3.72,7.78,239,250,6,0.221
2021-02-21 21:00:00,30.4,54,15.6,4.48,9.18,241,250,7.4,0.2541
2021-02-21 22:00:00,30.3,53,15.3,4.74,9.62,245,253,7.9,0.2872
2021-02-21 23:00:00,31.7,52,15.9,5.46,10.47,244,251,9.1,0.3203
2021-02-22 00:00:00,33,52,17.4,6.17,11.04,245,250,10.3,0.3533
2021-02-22 01:00:00,32.6,55,18.4,6.46,11.42,248,253,10.8,0.3864
2021-02-22 02:00:00,32.2,58,19.2,6.95,12.18,247,251,11.6,0.4195
2021-02-22 03:00:00,33.4,58,20.4,7.84,13.17,253,256,13.2,0.4526
2021-02-22 04:00:00,33.8,61,21.8,8.08,13.58,258,261,13.9,0.4857
2021-02-22 05:00:00,34.9,62,23.1,8.01,13.46,261,264,13.9,0.4664
2021-02-22 06:00:00,34.4,65,23.9,7.42,12.9,266,270,13.8,0.3946
2021-02-22 07:00:00,34.3,66,23.9,7.03,12.3,265,270,12.7,0.3229
2021-02-22 08:00:00,34,66,24,7.03,12.2,265,269,12.1,0.2511
2021-02-22 09:00:00,37.8,59,24.6,7.91,12.77,273,276,13.5,0.1794
2021-02-22 10:00:00,41.9,52,25.6,8,13.12,271,273,14.3,0.1076
2021-02-22 11:00:00,44.2,49,26.2,8.91,13.34,273,274,15.5,0.0359
2021-02-22 12:00:00,45.9,48,27.5,8.19,12.17,278,279,15.7,0
2021-02-22 13:00:00,48.5,47,29.2,10.81,15.47,292,292,18.8,0
2021-02-22 14:00:00,47.1,58,33.2,10.89,15.63,293,294,21.8,0
2021-02-22 15:00:00,47,58,32.9,10.06,14.52,289,291,19.4,0
2021-02-22 16:00:00,47.4,57,33.1,10.25,15.18,289,290,18.1,0
2021-02-22 17:00:00,46,59,32.5,9.39,14.72,298,299,18,0
2021-02-22 18:00:00,42.2,52,25.8,8.54,14.19,297,299,16.4,0.0127
2021-02-22 19:00:00,40.7,54,25.3,8.72,14.29,298,300,15.3,0.038
2021-02-22 20:00:00,39.2,58,25.5,8.11,13.4,300,303,15,0.0633
2021-02-22 21:00:00,37.9,59,24.9,8.01,13.4,298,300,14.1,0.0886
2021-02-22 22:00:00,36.3,61,24.1,6.89,11.99,294,298,13.9,0.1139
2021-02-22 23:00:00,34.3,65,23.7,5.75,10.75,283,288,11.9,0.1392
2021-02-23 00:00:00,32.8,69,23.6,5.73,10.9,276,281,9.9,0.1646
2021-02-23 01:00:00,31.9,70,23.4,5.43,10.51,276,282,9.8,0.1899
2021-02-23 02:00:00,31,71,22.8,4.71,9.75,274,280,9.2,0.2152
2021-02-23 03:00:00,30.3,71,22.1,3.91,8.37,274,285,8,0.2405
2021-02-23 04:00:00,30.1,70,21.5,3.34,7.34,279,290,6.8,0.2658
2021-02-23 05:00:00,29.4,71,21,2.38,5.77,285,304,5.6,0.2586
2021-02-23 06:00:00,30.6,70,22,1.8,4.44,273,301,4,0.2188
2021-02-23 07:00:00,30.5,72,22.5,1.2,1.96,228,285,3.1,0.179
2021-02-23 08:00:00,30.7,72,22.6,3.18,4.88,204,195,5.2,0.1393
2021-02-23 09:00:00,32.9,67,23,3.06,5.31,191,183,5.2,0.0995
2021-02-23 10:00:00,33.9,70,25.1,3.61,6.2,177,178,6.2,0.0597
2021-02-23 11:00:00,35.5,71,26.9,3.07,4.95,161,166,6.3,0.0199
2021-02-23 12:00:00,38.8,60,26.2,3.89,5.26,162,166,7.5,0.018
2021-02-23 13:00:00,40.3,55,25.3,4.04,5.53,171,174,7.6,0.0541
2021-02-23 14:00:00,41.6,51,24.9,4.22,5.76,185,188,7.6,0.0901
2021-02-23 15:00:00,44,50,26.7,4.13,6.13,238,242,7.9,0.1261
2021-02-23 16:00:00,42.3,67,31.9,4.88,8.13,285,289,8.3,0.1622
2021-02-23 17:00:00,40.3,78,34.1,6.24,9.96,305,306,10.9,0.1982
2021-02-23 18:00:00,36.6,81,31.5,3.31,6.67,295,300,10.6,0.2064
2021-02-23 19:00:00,33.4,90,30.7,3.94,8.16,300,306,6.5,0.1868
2021-02-23 20:00:00,30.5,94,28.9,4.85,8.37,346,352,8,0.1671
2021-02-23 21:00:00,29.7,97,28.9,7.74,12.23,6,8,13,0.1474
2021-02-23 22:00:00,29.1,95,28,6.64,12.4,6,10,14.4,0.1278
2021-02-23 23:00:00,28.6,94,27,5.6,9.31,359,2,11.3,0.1081
2021-02-24 00:00:00,27.7,94,26.2,5.12,8.21,354,358,10.5,0.0885
2021-02-24 01:00:00,27.4,95,26.1,4.35,8.32,337,344,8.9,0.0688
2021-02-24 02:00:00,27.1,94,25.5,4.02,7.74,325,335,7.5,0.0491
